country,date,jhu-recoveries
BRN,2020-03-03,0
BRN,2020-03-04,0
BRN,2020-03-05,0
BRN,2020-03-06,0
BRN,2020-03-07,0
BRN,2020-03-08,0
BRN,2020-03-09,0
BRN,2020-03-10,0
BRN,2020-03-11,0
BRN,2020-03-12,0
BRN,2020-03-13,0
BRN,2020-03-14,0
BRN,2020-03-15,0
BRN,2020-03-16,0
BRN,2020-03-17,0
BRN,2020-03-18,0
BRN,2020-03-19,0
BRN,2020-03-20,1
BRN,2020-03-21,2
BRN,2020-03-22,2
BRN,2020-03-23,2
BRN,2020-03-24,2
BRN,2020-03-25,2
BRN,2020-03-26,5
BRN,2020-03-27,11
BRN,2020-03-28,25
BRN,2020-03-29,34
BRN,2020-03-30,38
BRN,2020-03-31,45
BRN,2020-04-01,52
BRN,2020-04-02,56
BRN,2020-04-03,65
BRN,2020-04-04,66
BRN,2020-04-05,73
BRN,2020-04-06,82
BRN,2020-04-07,85
BRN,2020-04-08,91
BRN,2020-04-09,92
BRN,2020-04-10,99
BRN,2020-04-11,104
BRN,2020-04-12,106
BRN,2020-04-13,107
BRN,2020-04-14,107
BRN,2020-04-15,108
BRN,2020-04-16,108
BRN,2020-04-17,112
BRN,2020-04-18,113
BRN,2020-04-19,115
BRN,2020-04-20,116
BRN,2020-04-21,116
BRN,2020-04-22,117
BRN,2020-04-23,119
BRN,2020-04-24,120
BRN,2020-04-25,121
BRN,2020-04-26,123
BRN,2020-04-27,124
BRN,2020-04-28,124
BRN,2020-04-29,124
BRN,2020-04-30,124
BRN,2020-05-01,124
BRN,2020-05-02,126
BRN,2020-05-03,128
BRN,2020-05-04,130
BRN,2020-05-05,131
BRN,2020-05-06,131
BRN,2020-05-07,131
BRN,2020-05-08,132
BRN,2020-05-09,132
BRN,2020-05-10,134
BRN,2020-05-11,134
BRN,2020-05-12,134
BRN,2020-05-13,134
BRN,2020-05-14,134
BRN,2020-05-15,135
BRN,2020-05-16,136
BRN,2020-05-17,136
BRN,2020-05-18,136
BRN,2020-05-19,136
BRN,2020-05-20,136
BRN,2020-05-21,136
BRN,2020-05-22,136
BRN,2020-05-23,136
BRN,2020-05-24,137
BRN,2020-05-25,137
BRN,2020-05-26,137
BRN,2020-05-27,137
BRN,2020-05-28,138
BRN,2020-05-29,138
BRN,2020-05-30,138
BRN,2020-05-31,138
BRN,2020-06-01,138
BRN,2020-06-02,138
BRN,2020-06-03,138
BRN,2020-06-04,138
BRN,2020-06-05,138
BRN,2020-06-06,138
BRN,2020-06-07,138
BRN,2020-06-08,138
BRN,2020-06-09,138
BRN,2020-06-10,138
BRN,2020-06-11,138
BRN,2020-06-12,138
BRN,2020-06-13,138
BRN,2020-06-14,138
BRN,2020-06-15,138
BRN,2020-06-16,138
BRN,2020-06-17,138
BRN,2020-06-18,138
BRN,2020-06-19,138
BRN,2020-06-20,138
BRN,2020-06-21,138
BRN,2020-06-22,138
BRN,2020-06-23,138
BRN,2020-06-24,138
BRN,2020-06-25,138
BRN,2020-06-26,138
BRN,2020-06-27,138
BRN,2020-06-28,138
BRN,2020-06-29,138
BRN,2020-06-30,138
BRN,2020-07-01,138
BRN,2020-07-02,138
BRN,2020-07-03,138
BRN,2020-07-04,138
BRN,2020-07-05,138
BRN,2020-07-06,138
BRN,2020-07-07,138
BRN,2020-07-08,138
BRN,2020-07-09,138
BRN,2020-07-10,138
BRN,2020-07-11,138
BRN,2020-07-12,138
BRN,2020-07-13,138
BRN,2020-07-14,138
BRN,2020-07-15,138
BRN,2020-07-16,138
BRN,2020-07-17,138
BRN,2020-07-18,138
BRN,2020-07-19,138
BRN,2020-07-20,138
BRN,2020-07-21,138
BRN,2020-07-22,138
BRN,2020-07-23,138
BRN,2020-07-24,138
BRN,2020-07-25,138
BTN,2020-01-22,0
BTN,2020-01-23,0
BTN,2020-01-24,0
BTN,2020-01-25,0
BTN,2020-01-26,0
BTN,2020-01-27,0
BTN,2020-01-28,0
BTN,2020-01-29,0
BTN,2020-01-30,0
BTN,2020-01-31,0
BTN,2020-02-01,0
BTN,2020-02-02,0
BTN,2020-02-03,0
BTN,2020-02-04,0
BTN,2020-02-05,0
BTN,2020-02-06,0
BTN,2020-02-07,0
BTN,2020-02-08,0
BTN,2020-02-09,0
BTN,2020-02-10,0
BTN,2020-02-11,0
BTN,2020-02-12,0
BTN,2020-02-13,0
BTN,2020-02-14,0
BTN,2020-02-15,0
BTN,2020-02-16,0
BTN,2020-02-17,0
BTN,2020-02-18,0
BTN,2020-02-19,0
BTN,2020-02-20,0
BTN,2020-02-21,0
BTN,2020-02-22,0
BTN,2020-02-23,0
BTN,2020-02-24,0
BTN,2020-02-25,0
BTN,2020-02-26,0
BTN,2020-02-27,0
BTN,2020-02-28,0
BTN,2020-02-29,0
BTN,2020-03-01,0
BTN,2020-03-02,0
BTN,2020-03-03,0
BTN,2020-03-04,0
BTN,2020-03-05,0
BTN,2020-03-06,0
BTN,2020-03-07,0
BTN,2020-03-08,0
BTN,2020-03-09,0
BTN,2020-03-10,0
BTN,2020-03-11,0
BTN,2020-03-12,0
BTN,2020-03-13,0
BTN,2020-03-14,0
BTN,2020-03-15,0
BTN,2020-03-16,0
BTN,2020-03-17,0
BTN,2020-03-18,0
BTN,2020-03-19,0
BTN,2020-03-20,0
BTN,2020-03-21,0
BTN,2020-03-22,0
BTN,2020-03-23,0
BTN,2020-03-24,0
BTN,2020-03-25,0
BTN,2020-03-26,0
BTN,2020-03-27,0
BTN,2020-03-28,0
BTN,2020-03-29,0
BTN,2020-03-30,0
BTN,2020-03-31,0
BTN,2020-04-01,0
BTN,2020-04-02,1
BTN,2020-04-03,2
BTN,2020-04-04,2
BTN,2020-04-05,2
BTN,2020-04-06,2
BTN,2020-04-07,2
BTN,2020-04-08,2
BTN,2020-04-09,2
BTN,2020-04-10,2
BTN,2020-04-11,2
BTN,2020-04-12,2
BTN,2020-04-13,2
BTN,2020-04-14,2
BTN,2020-04-15,2
BTN,2020-04-16,2
BTN,2020-04-17,2
BTN,2020-04-18,2
BTN,2020-04-19,2
BTN,2020-04-20,2
BTN,2020-04-21,2
BTN,2020-04-22,2
BTN,2020-04-23,3
BTN,2020-04-24,3
BTN,2020-04-25,3
BTN,2020-04-26,4
BTN,2020-04-27,4
BTN,2020-04-28,5
BTN,2020-04-29,5
BTN,2020-04-30,5
BTN,2020-05-01,5
BTN,2020-05-02,5
BTN,2020-05-03,5
BTN,2020-05-04,5
BTN,2020-05-05,5
BTN,2020-05-06,5
BTN,2020-05-07,5
BTN,2020-05-08,5
BTN,2020-05-09,5
BTN,2020-05-10,5
BTN,2020-05-11,5
BTN,2020-05-12,5
BTN,2020-05-13,5
BTN,2020-05-14,5
BTN,2020-05-15,5
BTN,2020-05-16,5
BTN,2020-05-17,5
BTN,2020-05-18,5
BTN,2020-05-19,5
BTN,2020-05-20,5
BTN,2020-05-21,6
BTN,2020-05-22,6
BTN,2020-05-23,6
BTN,2020-05-24,6
BTN,2020-05-25,6
BTN,2020-05-26,6
BTN,2020-05-27,6
BTN,2020-05-28,6
BTN,2020-05-29,6
BTN,2020-05-30,6
BTN,2020-05-31,6
BTN,2020-06-01,6
BTN,2020-06-02,9
BTN,2020-06-03,9
BTN,2020-06-04,9
BTN,2020-06-05,11
BTN,2020-06-06,11
BTN,2020-06-07,11
BTN,2020-06-08,14
BTN,2020-06-09,17
BTN,2020-06-10,18
BTN,2020-06-11,19
BTN,2020-06-12,19
BTN,2020-06-13,21
BTN,2020-06-14,21
BTN,2020-06-15,22
BTN,2020-06-16,24
BTN,2020-06-17,24
BTN,2020-06-18,25
BTN,2020-06-19,28
BTN,2020-06-20,30
BTN,2020-06-21,30
BTN,2020-06-22,32
BTN,2020-06-23,34
BTN,2020-06-24,34
BTN,2020-06-25,34
BTN,2020-06-26,38
BTN,2020-06-27,38
BTN,2020-06-28,38
BTN,2020-06-29,44
BTN,2020-06-30,48
BTN,2020-07-01,50
BTN,2020-07-02,50
BTN,2020-07-03,50
BTN,2020-07-04,51
BTN,2020-07-05,53
BTN,2020-07-06,53
BTN,2020-07-07,55
BTN,2020-07-08,55
BTN,2020-07-09,55
BTN,2020-07-10,55
BTN,2020-07-11,57
BTN,2020-07-12,76
BTN,2020-07-13,76
BTN,2020-07-14,78
BTN,2020-07-15,78
BTN,2020-07-16,78
BTN,2020-07-17,78
BTN,2020-07-18,78
BTN,2020-07-19,82
BTN,2020-07-20,83
BTN,2020-07-21,83
BTN,2020-07-22,83
BTN,2020-07-23,83
BTN,2020-07-24,85
BTN,2020-07-25,85
BWA,2020-01-22,0
BWA,2020-01-23,0
BWA,2020-01-24,0
BWA,2020-01-25,0
BWA,2020-01-26,0
BWA,2020-01-27,0
BWA,2020-01-28,0
BWA,2020-01-29,0
BWA,2020-01-30,0
BWA,2020-01-31,0
BWA,2020-02-01,0
BWA,2020-02-02,0
BWA,2020-02-03,0
BWA,2020-02-04,0
BWA,2020-02-05,0
BWA,2020-02-06,0
BWA,2020-02-07,0
BWA,2020-02-08,0
BWA,2020-02-09,0
BWA,2020-02-10,0
BWA,2020-02-11,0
BWA,2020-02-12,0
BWA,2020-02-13,0
BWA,2020-02-14,0
BWA,2020-02-15,0
BWA,2020-02-16,0
BWA,2020-02-17,0
BWA,2020-02-18,0
BWA,2020-02-19,0
BWA,2020-02-20,0
BWA,2020-02-21,0
BWA,2020-02-22,0
BWA,2020-02-23,0
BWA,2020-02-24,0
BWA,2020-02-25,0
BWA,2020-02-26,0
BWA,2020-02-27,0
BWA,2020-02-28,0
BWA,2020-02-29,0
BWA,2020-03-01,0
BWA,2020-03-02,0
BWA,2020-03-03,0
BWA,2020-03-04,0
BWA,2020-03-05,0
BWA,2020-03-06,0
BWA,2020-03-07,0
BWA,2020-03-08,0
BWA,2020-03-09,0
BWA,2020-03-10,0
BWA,2020-03-11,0
BWA,2020-03-12,0
BWA,2020-03-13,0
BWA,2020-03-14,0
BWA,2020-03-15,0
BWA,2020-03-16,0
BWA,2020-03-17,0
BWA,2020-03-18,0
BWA,2020-03-19,0
BWA,2020-03-20,0
BWA,2020-03-21,0
BWA,2020-03-22,0
BWA,2020-03-23,0
BWA,2020-03-24,0
BWA,2020-03-25,0
BWA,2020-03-26,0
BWA,2020-03-27,0
BWA,2020-03-28,0
BWA,2020-03-29,0
BWA,2020-03-30,0
BWA,2020-03-31,0
BWA,2020-04-01,0
BWA,2020-04-02,0
BWA,2020-04-03,0
BWA,2020-04-04,0
BWA,2020-04-05,0
BWA,2020-04-06,0
BWA,2020-04-07,0
BWA,2020-04-08,0
BWA,2020-04-09,0
BWA,2020-04-10,0
BWA,2020-04-11,0
BWA,2020-04-12,0
BWA,2020-04-13,0
BWA,2020-04-14,0
BWA,2020-04-15,0
BWA,2020-04-16,0
BWA,2020-04-17,0
BWA,2020-04-18,0
BWA,2020-04-19,0
BWA,2020-04-20,0
BWA,2020-04-21,0
BWA,2020-04-22,0
BWA,2020-04-23,0
BWA,2020-04-24,0
BWA,2020-04-25,0
BWA,2020-04-26,0
BWA,2020-04-27,0
BWA,2020-04-28,0
BWA,2020-04-29,5
BWA,2020-04-30,5
BWA,2020-05-01,8
BWA,2020-05-02,8
BWA,2020-05-03,8
BWA,2020-05-04,8
BWA,2020-05-05,8
BWA,2020-05-06,8
BWA,2020-05-07,9
BWA,2020-05-08,9
BWA,2020-05-09,12
BWA,2020-05-10,12
BWA,2020-05-11,12
BWA,2020-05-12,17
BWA,2020-05-13,17
BWA,2020-05-14,17
BWA,2020-05-15,17
BWA,2020-05-16,17
BWA,2020-05-17,17
BWA,2020-05-18,17
BWA,2020-05-19,17
BWA,2020-05-20,17
BWA,2020-05-21,19
BWA,2020-05-22,19
BWA,2020-05-23,19
BWA,2020-05-24,19
BWA,2020-05-25,19
BWA,2020-05-26,20
BWA,2020-05-27,20
BWA,2020-05-28,20
BWA,2020-05-29,20
BWA,2020-05-30,20
BWA,2020-05-31,20
BWA,2020-06-01,20
BWA,2020-06-02,23
BWA,2020-06-03,23
BWA,2020-06-04,23
BWA,2020-06-05,23
BWA,2020-06-06,23
BWA,2020-06-07,23
BWA,2020-06-08,24
BWA,2020-06-09,24
BWA,2020-06-10,24
BWA,2020-06-11,24
BWA,2020-06-12,24
BWA,2020-06-13,24
BWA,2020-06-14,24
BWA,2020-06-15,24
BWA,2020-06-16,24
BWA,2020-06-17,25
BWA,2020-06-18,25
BWA,2020-06-19,25
BWA,2020-06-20,25
BWA,2020-06-21,25
BWA,2020-06-22,25
BWA,2020-06-23,25
BWA,2020-06-24,25
BWA,2020-06-25,25
BWA,2020-06-26,25
BWA,2020-06-27,25
BWA,2020-06-28,25
BWA,2020-06-29,25
BWA,2020-06-30,28
BWA,2020-07-01,28
BWA,2020-07-02,28
BWA,2020-07-03,29
BWA,2020-07-04,29
BWA,2020-07-05,29
BWA,2020-07-06,31
BWA,2020-07-07,31
BWA,2020-07-08,31
BWA,2020-07-09,31
BWA,2020-07-10,31
BWA,2020-07-11,31
BWA,2020-07-12,38
BWA,2020-07-13,38
BWA,2020-07-14,38
BWA,2020-07-15,38
BWA,2020-07-16,48
BWA,2020-07-17,48
BWA,2020-07-18,48
BWA,2020-07-19,48
BWA,2020-07-20,48
BWA,2020-07-21,48
BWA,2020-07-22,48
BWA,2020-07-23,48
BWA,2020-07-24,52
BWA,2020-07-25,52
CAF,2020-01-22,0
CAF,2020-01-23,0
CAF,2020-01-24,0
CAF,2020-01-25,0
CAF,2020-01-26,0
CAF,2020-01-27,0
CAF,2020-01-28,0
CAF,2020-01-29,0
CAF,2020-01-30,0
CAF,2020-01-31,0
CAF,2020-02-01,0
CAF,2020-02-02,0
CAF,2020-02-03,0
CAF,2020-02-04,0
CAF,2020-02-05,0
CAF,2020-02-06,0
CAF,2020-02-07,0
CAF,2020-02-08,0
CAF,2020-02-09,0
CAF,2020-02-10,0
CAF,2020-02-11,0
CAF,2020-02-12,0
CAF,2020-02-13,0
CAF,2020-02-14,0
CAF,2020-02-15,0
CAF,2020-02-16,0
CAF,2020-02-17,0
CAF,2020-02-18,0
CAF,2020-02-19,0
CAF,2020-02-20,0
CAF,2020-02-21,0
CAF,2020-02-22,0
CAF,2020-02-23,0
CAF,2020-02-24,0
CAF,2020-02-25,0
CAF,2020-02-26,0
CAF,2020-02-27,0
CAF,2020-02-28,0
CAF,2020-02-29,0
CAF,2020-03-01,0
CAF,2020-03-02,0
CAF,2020-03-03,0
CAF,2020-03-04,0
CAF,2020-03-05,0
CAF,2020-03-06,0
CAF,2020-03-07,0
CAF,2020-03-08,0
CAF,2020-03-09,0
CAF,2020-03-10,0
CAF,2020-03-11,0
CAF,2020-03-12,0
CAF,2020-03-13,0
CAF,2020-03-14,0
CAF,2020-03-15,0
CAF,2020-03-16,0
CAF,2020-03-17,0
CAF,2020-03-18,0
CAF,2020-03-19,0
CAF,2020-03-20,0
CAF,2020-03-21,0
CAF,2020-03-22,0
CAF,2020-03-23,0
CAF,2020-03-24,0
CAF,2020-03-25,0
CAF,2020-03-26,0
CAF,2020-03-27,0
CAF,2020-03-28,0
CAF,2020-03-29,0
CAF,2020-03-30,0
CAF,2020-03-31,0
CAF,2020-04-01,0
CAF,2020-04-02,0
CAF,2020-04-03,0
CAF,2020-04-04,0
CAF,2020-04-05,0
CAF,2020-04-06,0
CAF,2020-04-07,0
CAF,2020-04-08,0
CAF,2020-04-09,0
CAF,2020-04-10,0
CAF,2020-04-11,0
CAF,2020-04-12,0
CAF,2020-04-13,3
CAF,2020-04-14,4
CAF,2020-04-15,4
CAF,2020-04-16,4
CAF,2020-04-17,4
CAF,2020-04-18,4
CAF,2020-04-19,4
CAF,2020-04-20,4
CAF,2020-04-21,10
CAF,2020-04-22,10
CAF,2020-04-23,10
CAF,2020-04-24,10
CAF,2020-04-25,10
CAF,2020-04-26,10
CAF,2020-04-27,10
CAF,2020-04-28,10
CAF,2020-04-29,10
CAF,2020-04-30,10
CAF,2020-05-01,10
CAF,2020-05-02,10
CAF,2020-05-03,10
CAF,2020-05-04,10
CAF,2020-05-05,10
CAF,2020-05-06,10
CAF,2020-05-07,10
CAF,2020-05-08,10
CAF,2020-05-09,10
CAF,2020-05-10,10
CAF,2020-05-11,10
CAF,2020-05-12,10
CAF,2020-05-13,10
CAF,2020-05-14,10
CAF,2020-05-15,13
CAF,2020-05-16,13
CAF,2020-05-17,13
CAF,2020-05-18,13
CAF,2020-05-19,18
CAF,2020-05-20,18
CAF,2020-05-21,18
CAF,2020-05-22,18
CAF,2020-05-23,18
CAF,2020-05-24,22
CAF,2020-05-25,22
CAF,2020-05-26,22
CAF,2020-05-27,23
CAF,2020-05-28,23
CAF,2020-05-29,23
CAF,2020-05-30,23
CAF,2020-05-31,23
CAF,2020-06-01,23
CAF,2020-06-02,23
CAF,2020-06-03,23
CAF,2020-06-04,23
CAF,2020-06-05,29
CAF,2020-06-06,37
CAF,2020-06-07,38
CAF,2020-06-08,38
CAF,2020-06-09,38
CAF,2020-06-10,38
CAF,2020-06-11,38
CAF,2020-06-12,360
CAF,2020-06-13,363
CAF,2020-06-14,363
CAF,2020-06-15,369
CAF,2020-06-16,396
CAF,2020-06-17,402
CAF,2020-06-18,417
CAF,2020-06-19,417
CAF,2020-06-20,420
CAF,2020-06-21,472
CAF,2020-06-22,495
CAF,2020-06-23,522
CAF,2020-06-24,572
CAF,2020-06-25,607
CAF,2020-06-26,661
CAF,2020-06-27,699
CAF,2020-06-28,699
CAF,2020-06-29,773
CAF,2020-06-30,787
CAF,2020-07-01,787
CAF,2020-07-02,810
CAF,2020-07-03,859
CAF,2020-07-04,914
CAF,2020-07-05,914
CAF,2020-07-06,970
CAF,2020-07-07,976
CAF,2020-07-08,1050
CAF,2020-07-09,1142
CAF,2020-07-10,1142
CAF,2020-07-11,1145
CAF,2020-07-12,1145
CAF,2020-07-13,1208
CAF,2020-07-14,1229
CAF,2020-07-15,1261
CAF,2020-07-16,1265
CAF,2020-07-17,1288
CAF,2020-07-18,1348
CAF,2020-07-19,1348
CAF,2020-07-20,1400
CAF,2020-07-21,1411
CAF,2020-07-22,1437
CAF,2020-07-23,1452
CAF,2020-07-24,1483
CAF,2020-07-25,1506
CAN,2020-01-22,0
CAN,2020-01-23,0
CAN,2020-01-24,0
CAN,2020-01-25,0
CAN,2020-01-26,0
CAN,2020-01-27,0
CAN,2020-01-28,0
CAN,2020-01-29,0
CAN,2020-01-30,0
CAN,2020-01-31,0
CAN,2020-02-01,0
CAN,2020-02-02,0
CAN,2020-02-03,0
CAN,2020-02-04,0
CAN,2020-02-05,0
CAN,2020-02-06,0
CAN,2020-02-07,0
CAN,2020-02-08,0
CAN,2020-02-09,0
CAN,2020-02-10,0
CAN,2020-02-11,0
CAN,2020-02-12,1
CAN,2020-02-13,1
CAN,2020-02-14,1
CAN,2020-02-15,1
CAN,2020-02-16,1
CAN,2020-02-17,1
CAN,2020-02-18,1
CAN,2020-02-19,1
CAN,2020-02-20,1
CAN,2020-02-21,3
CAN,2020-02-22,3
CAN,2020-02-23,3
CAN,2020-02-24,3
CAN,2020-02-25,3
CAN,2020-02-26,3
CAN,2020-02-27,6
CAN,2020-02-28,6
CAN,2020-02-29,6
CAN,2020-03-01,6
CAN,2020-03-02,6
CAN,2020-03-03,6
CAN,2020-03-04,6
CAN,2020-03-05,6
CAN,2020-03-06,6
CAN,2020-03-07,8
CAN,2020-03-08,8
CAN,2020-03-09,8
CAN,2020-03-10,8
CAN,2020-03-11,8
CAN,2020-03-12,8
CAN,2020-03-13,8
CAN,2020-03-14,8
CAN,2020-03-15,8
CAN,2020-03-16,9
CAN,2020-03-17,9
CAN,2020-03-18,9
CAN,2020-03-19,9
CAN,2020-03-20,9
CAN,2020-03-21,10
CAN,2020-03-22,10
CAN,2020-03-23,10
CAN,2020-03-24,110
CAN,2020-03-25,183
CAN,2020-03-26,184
CAN,2020-03-27,256
CAN,2020-03-28,466
CAN,2020-03-29,466
CAN,2020-03-30,466
CAN,2020-03-31,1592
CAN,2020-04-01,1324
CAN,2020-04-02,1735
CAN,2020-04-03,2175
CAN,2020-04-04,2577
CAN,2020-04-05,3012
CAN,2020-04-06,3256
CAN,2020-04-07,3791
CAN,2020-04-08,4154
CAN,2020-04-09,5162
CAN,2020-04-10,5855
CAN,2020-04-11,6589
CAN,2020-04-12,7123
CAN,2020-04-13,7758
CAN,2020-04-14,8210
CAN,2020-04-15,8966
CAN,2020-04-16,9698
CAN,2020-04-17,10545
CAN,2020-04-18,10964
CAN,2020-04-19,11847
CAN,2020-04-20,12543
CAN,2020-04-21,13188
CAN,2020-04-22,14454
CAN,2020-04-23,14761
CAN,2020-04-24,15149
CAN,2020-04-25,16013
CAN,2020-04-26,16883
CAN,2020-04-27,18268
CAN,2020-04-28,19231
CAN,2020-04-29,20327
CAN,2020-04-30,21424
CAN,2020-05-01,22764
CAN,2020-05-02,23814
CAN,2020-05-03,24921
CAN,2020-05-04,26030
CAN,2020-05-05,27006
CAN,2020-05-06,28184
CAN,2020-05-07,29260
CAN,2020-05-08,30239
CAN,2020-05-09,31262
CAN,2020-05-10,32109
CAN,2020-05-11,33007
CAN,2020-05-12,34055
CAN,2020-05-13,35177
CAN,2020-05-14,36104
CAN,2020-05-15,36908
CAN,2020-05-16,37832
CAN,2020-05-17,38563
CAN,2020-05-18,39251
CAN,2020-05-19,40069
CAN,2020-05-20,40793
CAN,2020-05-21,41731
CAN,2020-05-22,42608
CAN,2020-05-23,43318
CAN,2020-05-24,43998
CAN,2020-05-25,44651
CAN,2020-05-26,45352
CAN,2020-05-27,46248
CAN,2020-05-28,46961
CAN,2020-05-29,47905
CAN,2020-05-30,48517
CAN,2020-05-31,49213
CAN,2020-06-01,50091
CAN,2020-06-02,50725
CAN,2020-06-03,51506
CAN,2020-06-04,52184
CAN,2020-06-05,53074
CAN,2020-06-06,54087
CAN,2020-06-07,54675
CAN,2020-06-08,55343
CAN,2020-06-09,56117
CAN,2020-06-10,57215
CAN,2020-06-11,58131
CAN,2020-06-12,59034
CAN,2020-06-13,59851
CAN,2020-06-14,60668
CAN,2020-06-15,61466
CAN,2020-06-16,61899
CAN,2020-06-17,63280
CAN,2020-06-18,63782
CAN,2020-06-19,64318
CAN,2020-06-20,64826
CAN,2020-06-21,65249
CAN,2020-06-22,65721
CAN,2020-06-23,66135
CAN,2020-06-24,66533
CAN,2020-06-25,66869
CAN,2020-06-26,67182
CAN,2020-06-27,67445
CAN,2020-06-28,67689
CAN,2020-06-29,68698
CAN,2020-06-30,69120
CAN,2020-07-01,69397
CAN,2020-07-02,69872
CAN,2020-07-03,70232
CAN,2020-07-04,70507
CAN,2020-07-05,70772
CAN,2020-07-06,71141
CAN,2020-07-07,71418
CAN,2020-07-08,71805
CAN,2020-07-09,72095
CAN,2020-07-10,72466
CAN,2020-07-11,72784
CAN,2020-07-12,72954
CAN,2020-07-13,73381
CAN,2020-07-14,73713
CAN,2020-07-15,74067
CAN,2020-07-16,74433
CAN,2020-07-17,98281
CAN,2020-07-18,98436
CAN,2020-07-19,98564
CAN,2020-07-20,98975
CAN,2020-07-21,99248
CAN,2020-07-22,99501
CAN,2020-07-23,99937
CAN,2020-07-24,100504
CAN,2020-07-25,100765
CHE,2020-01-22,0
CHE,2020-01-23,0
CHE,2020-01-24,0
CHE,2020-01-25,0
CHE,2020-01-26,0
CHE,2020-01-27,0
CHE,2020-01-28,0
CHE,2020-01-29,0
CHE,2020-01-30,0
CHE,2020-01-31,0
CHE,2020-02-01,0
CHE,2020-02-02,0
CHE,2020-02-03,0
CHE,2020-02-04,0
CHE,2020-02-05,0
CHE,2020-02-06,0
CHE,2020-02-07,0
CHE,2020-02-08,0
CHE,2020-02-09,0
CHE,2020-02-10,0
CHE,2020-02-11,0
CHE,2020-02-12,0
CHE,2020-02-13,0
CHE,2020-02-14,0
CHE,2020-02-15,0
CHE,2020-02-16,0
CHE,2020-02-17,0
CHE,2020-02-18,0
CHE,2020-02-19,0
CHE,2020-02-20,0
CHE,2020-02-21,0
CHE,2020-02-22,0
CHE,2020-02-23,0
CHE,2020-02-24,0
CHE,2020-02-25,0
CHE,2020-02-26,0
CHE,2020-02-27,0
CHE,2020-02-28,0
CHE,2020-02-29,0
CHE,2020-03-01,0
CHE,2020-03-02,0
CHE,2020-03-03,2
CHE,2020-03-04,3
CHE,2020-03-05,3
CHE,2020-03-06,3
CHE,2020-03-07,3
CHE,2020-03-08,3
CHE,2020-03-09,3
CHE,2020-03-10,3
CHE,2020-03-11,4
CHE,2020-03-12,4
CHE,2020-03-13,4
CHE,2020-03-14,4
CHE,2020-03-15,4
CHE,2020-03-16,4
CHE,2020-03-17,4
CHE,2020-03-18,15
CHE,2020-03-19,15
CHE,2020-03-20,15
CHE,2020-03-21,15
CHE,2020-03-22,131
CHE,2020-03-23,131
CHE,2020-03-24,131
CHE,2020-03-25,131
CHE,2020-03-26,131
CHE,2020-03-27,1530
CHE,2020-03-28,1530
CHE,2020-03-29,1595
CHE,2020-03-30,1823
CHE,2020-03-31,1823
CHE,2020-04-01,2967
CHE,2020-04-02,4013
CHE,2020-04-03,4846
CHE,2020-04-04,6415
CHE,2020-04-05,6415
CHE,2020-04-06,8056
CHE,2020-04-07,8704
CHE,2020-04-08,9800
CHE,2020-04-09,10600
CHE,2020-04-10,11100
CHE,2020-04-11,12100
CHE,2020-04-12,12700
CHE,2020-04-13,13700
CHE,2020-04-14,13700
CHE,2020-04-15,15400
CHE,2020-04-16,15900
CHE,2020-04-17,16400
CHE,2020-04-18,17100
CHE,2020-04-19,17800
CHE,2020-04-20,18600
CHE,2020-04-21,19400
CHE,2020-04-22,19900
CHE,2020-04-23,20600
CHE,2020-04-24,21000
CHE,2020-04-25,21300
CHE,2020-04-26,21800
CHE,2020-04-27,22200
CHE,2020-04-28,22600
CHE,2020-04-29,22600
CHE,2020-04-30,23400
CHE,2020-05-01,23900
CHE,2020-05-02,24200
CHE,2020-05-03,24500
CHE,2020-05-04,25200
CHE,2020-05-05,25400
CHE,2020-05-06,25700
CHE,2020-05-07,25900
CHE,2020-05-08,26100
CHE,2020-05-09,26400
CHE,2020-05-10,26600
CHE,2020-05-11,26800
CHE,2020-05-12,26800
CHE,2020-05-13,27100
CHE,2020-05-14,27100
CHE,2020-05-15,27100
CHE,2020-05-16,27400
CHE,2020-05-17,27500
CHE,2020-05-18,27600
CHE,2020-05-19,27700
CHE,2020-05-20,27800
CHE,2020-05-21,27900
CHE,2020-05-22,27900
CHE,2020-05-23,28000
CHE,2020-05-24,28100
CHE,2020-05-25,28200
CHE,2020-05-26,28200
CHE,2020-05-27,28300
CHE,2020-05-28,28300
CHE,2020-05-29,28300
CHE,2020-05-30,28400
CHE,2020-05-31,28500
CHE,2020-06-01,28500
CHE,2020-06-02,28500
CHE,2020-06-03,28600
CHE,2020-06-04,28600
CHE,2020-06-05,28600
CHE,2020-06-06,28700
CHE,2020-06-07,28700
CHE,2020-06-08,28700
CHE,2020-06-09,28700
CHE,2020-06-10,28700
CHE,2020-06-11,28800
CHE,2020-06-12,28800
CHE,2020-06-13,28800
CHE,2020-06-14,28800
CHE,2020-06-15,28900
CHE,2020-06-16,28900
CHE,2020-06-17,28900
CHE,2020-06-18,28900
CHE,2020-06-19,28900
CHE,2020-06-20,28900
CHE,2020-06-21,29000
CHE,2020-06-22,29000
CHE,2020-06-23,29000
CHE,2020-06-24,29000
CHE,2020-06-25,29000
CHE,2020-06-26,29000
CHE,2020-06-27,29100
CHE,2020-06-28,29100
CHE,2020-06-29,29100
CHE,2020-06-30,29200
CHE,2020-07-01,29200
CHE,2020-07-02,29200
CHE,2020-07-03,29200
CHE,2020-07-04,29200
CHE,2020-07-05,29300
CHE,2020-07-06,29300
CHE,2020-07-07,29300
