iso_code,country,date,yougov_wearing_mask_in_public
SAU,Saudi Arabia,2021-05-31,71.0
SAU,Saudi Arabia,2021-06-16,69.0
SAU,Saudi Arabia,2021-07-13,69.0
SGP,Singapore,2020-02-21,24.0
SGP,Singapore,2020-02-28,22.0
SGP,Singapore,2020-03-06,23.0
SGP,Singapore,2020-03-13,21.0
SGP,Singapore,2020-03-20,24.0
SGP,Singapore,2020-03-27,27.0
SGP,Singapore,2020-04-03,37.0
SGP,Singapore,2020-04-10,73.0
SGP,Singapore,2020-04-17,85.0
SGP,Singapore,2020-04-24,90.0
SGP,Singapore,2020-05-01,90.0
SGP,Singapore,2020-05-22,92.0
SGP,Singapore,2020-06-05,89.0
SGP,Singapore,2020-06-19,92.0
SGP,Singapore,2020-07-07,90.0
SGP,Singapore,2020-07-20,92.0
SGP,Singapore,2020-08-03,88.0
SGP,Singapore,2020-08-14,90.0
SGP,Singapore,2020-08-28,90.0
SGP,Singapore,2020-09-11,87.0
SGP,Singapore,2020-09-25,89.0
SGP,Singapore,2020-10-09,88.0
SGP,Singapore,2020-10-23,92.0
SGP,Singapore,2020-11-06,91.0
SGP,Singapore,2020-11-20,91.0
SGP,Singapore,2020-12-04,87.0
SGP,Singapore,2020-12-18,91.0
SGP,Singapore,2021-01-04,91.0
SGP,Singapore,2021-01-15,90.0
SGP,Singapore,2021-01-29,88.0
SGP,Singapore,2021-02-12,87.0
SGP,Singapore,2021-02-26,86.0
SGP,Singapore,2021-03-12,87.0
SGP,Singapore,2021-03-26,89.0
SGP,Singapore,2021-04-09,90.0
SGP,Singapore,2021-04-23,89.0
SGP,Singapore,2021-05-07,89.0
SGP,Singapore,2021-05-21,89.0
SGP,Singapore,2021-06-04,90.0
SGP,Singapore,2021-06-18,93.0
SGP,Singapore,2021-07-02,91.0
SGP,Singapore,2021-07-16,91.0
SWE,Sweden,2020-03-16,1.0
SWE,Sweden,2020-03-23,1.0
SWE,Sweden,2020-03-29,1.0
SWE,Sweden,2020-04-05,1.0
SWE,Sweden,2020-04-12,10.0
SWE,Sweden,2020-04-19,6.0
SWE,Sweden,2020-04-26,4.0
SWE,Sweden,2020-05-03,2.0
SWE,Sweden,2020-05-25,4.0
SWE,Sweden,2020-06-09,5.0
SWE,Sweden,2020-06-16,6.0
SWE,Sweden,2020-09-11,8.0
SWE,Sweden,2020-09-23,7.0
SWE,Sweden,2020-10-09,9.0
SWE,Sweden,2020-11-03,9.0
SWE,Sweden,2020-11-20,15.0
SWE,Sweden,2020-12-02,16.0
SWE,Sweden,2021-01-15,29.0
SWE,Sweden,2021-02-01,32.0
SWE,Sweden,2021-02-11,32.0
SWE,Sweden,2021-02-26,35.0
SWE,Sweden,2021-03-12,37.0
SWE,Sweden,2021-03-24,36.0
SWE,Sweden,2021-04-08,43.0
SWE,Sweden,2021-05-07,43.0
SWE,Sweden,2021-06-07,36.0
THA,Thailand,2020-02-24,73.0
THA,Thailand,2020-03-02,74.0
THA,Thailand,2020-03-09,73.0
THA,Thailand,2020-03-16,71.0
THA,Thailand,2020-03-23,80.0
THA,Thailand,2020-03-30,89.0
THA,Thailand,2020-04-06,86.0
THA,Thailand,2020-04-13,90.0
THA,Thailand,2020-04-20,90.0
THA,Thailand,2020-04-27,88.0
THA,Thailand,2020-05-04,87.0
THA,Thailand,2020-05-25,86.0
THA,Thailand,2020-06-08,84.0
THA,Thailand,2020-06-22,84.0
THA,Thailand,2020-07-06,83.0
THA,Thailand,2020-07-20,88.0
THA,Thailand,2020-08-03,84.0
THA,Thailand,2020-08-17,83.0
THA,Thailand,2020-08-31,77.0
THA,Thailand,2020-09-14,76.0
THA,Thailand,2020-09-28,78.0
THA,Thailand,2020-10-12,81.0
THA,Thailand,2020-10-26,82.0
THA,Thailand,2020-11-09,82.0
THA,Thailand,2020-11-23,86.0
THA,Thailand,2020-12-07,83.0
THA,Thailand,2020-12-21,84.0
THA,Thailand,2021-01-04,85.0
THA,Thailand,2021-01-18,87.0
THA,Thailand,2021-02-01,86.0
THA,Thailand,2021-02-16,83.0
THA,Thailand,2021-03-01,83.0
THA,Thailand,2021-03-15,81.0
THA,Thailand,2021-03-29,82.0
THA,Thailand,2021-04-12,84.0
THA,Thailand,2021-04-26,86.0
THA,Thailand,2021-05-10,87.0
THA,Thailand,2021-05-24,85.0
THA,Thailand,2021-06-07,85.0
THA,Thailand,2021-06-21,84.0
THA,Thailand,2021-07-05,87.0
THA,Thailand,2021-07-19,84.0
TWN,Taiwan,2020-02-25,84.0
TWN,Taiwan,2020-03-03,85.0
TWN,Taiwan,2020-03-10,84.0
TWN,Taiwan,2020-03-17,80.0
TWN,Taiwan,2020-03-24,87.0
TWN,Taiwan,2020-03-31,87.0
TWN,Taiwan,2020-04-07,89.0
TWN,Taiwan,2020-04-14,89.0
TWN,Taiwan,2020-04-21,88.0
TWN,Taiwan,2020-04-28,88.0
TWN,Taiwan,2020-05-05,87.0
TWN,Taiwan,2020-05-25,86.0
TWN,Taiwan,2020-06-08,81.0
TWN,Taiwan,2020-06-22,85.0
TWN,Taiwan,2020-07-06,81.0
TWN,Taiwan,2020-07-20,80.0
TWN,Taiwan,2020-08-03,81.0
TWN,Taiwan,2020-08-17,84.0
TWN,Taiwan,2020-08-31,83.0
TWN,Taiwan,2020-09-14,85.0
TWN,Taiwan,2020-09-28,85.0
TWN,Taiwan,2020-10-12,82.0
TWN,Taiwan,2020-10-27,86.0
TWN,Taiwan,2020-11-09,82.0
TWN,Taiwan,2020-11-24,84.0
TWN,Taiwan,2020-12-07,83.0
TWN,Taiwan,2020-12-21,87.0
TWN,Taiwan,2021-01-04,87.0
TWN,Taiwan,2021-01-18,78.0
TWN,Taiwan,2021-02-01,81.0
TWN,Taiwan,2021-02-16,79.0
TWN,Taiwan,2021-03-02,87.0
TWN,Taiwan,2021-03-22,84.0
TWN,Taiwan,2021-03-29,87.0
TWN,Taiwan,2021-04-12,87.0
TWN,Taiwan,2021-04-26,87.0
TWN,Taiwan,2021-05-10,87.0
TWN,Taiwan,2021-05-24,87.0
TWN,Taiwan,2021-06-07,87.0
TWN,Taiwan,2021-06-21,87.0
TWN,Taiwan,2021-07-05,87.0
TWN,Taiwan,2021-07-19,87.0
USA,United States,2020-03-02,7.0
USA,United States,2020-03-17,5.0
USA,United States,2020-03-23,11.0
USA,United States,2020-03-30,17.0
USA,United States,2020-04-06,29.0
USA,United States,2020-04-13,49.0
USA,United States,2020-04-20,58.0
USA,United States,2020-04-27,63.0
USA,United States,2020-05-26,68.0
USA,United States,2020-06-01,69.0
USA,United States,2020-06-08,66.0
USA,United States,2020-06-15,69.0
USA,United States,2020-06-22,71.0
USA,United States,2020-07-06,73.0
USA,United States,2020-07-14,78.0
USA,United States,2020-07-20,74.0
USA,United States,2020-07-27,77.0
USA,United States,2020-08-03,75.0
USA,United States,2020-08-10,81.0
USA,United States,2020-08-17,77.0
USA,United States,2020-08-25,77.0
USA,United States,2020-09-01,79.0
USA,United States,2020-09-08,75.0
USA,United States,2020-09-14,77.0
USA,United States,2020-09-21,76.0
USA,United States,2020-09-28,78.0
USA,United States,2020-10-06,77.0
USA,United States,2020-10-12,79.0
USA,United States,2020-10-19,76.0
USA,United States,2020-10-26,78.0
USA,United States,2020-11-02,80.0
USA,United States,2020-11-09,81.0
USA,United States,2020-11-16,83.0
USA,United States,2020-11-25,81.0
USA,United States,2020-12-02,80.0
USA,United States,2020-12-14,79.0
USA,United States,2020-12-22,79.0
USA,United States,2021-01-11,77.0
USA,United States,2021-01-20,80.0
USA,United States,2021-01-26,79.0
USA,United States,2021-02-03,80.0
USA,United States,2021-02-09,80.0
USA,United States,2021-02-17,78.0
USA,United States,2021-02-23,74.0
USA,United States,2021-03-01,77.0
USA,United States,2021-03-08,74.0
USA,United States,2021-03-16,74.0
USA,United States,2021-03-22,77.0
USA,United States,2021-03-31,73.0
USA,United States,2021-04-05,74.0
USA,United States,2021-04-12,72.0
USA,United States,2021-04-19,69.0
USA,United States,2021-05-02,72.0
USA,United States,2021-05-10,70.0
USA,United States,2021-05-18,67.0
USA,United States,2021-05-24,63.0
USA,United States,2021-05-31,64.0
USA,United States,2021-06-07,58.0
USA,United States,2021-06-14,57.0
USA,United States,2021-06-22,55.0
USA,United States,2021-07-07,49.0
USA,United States,2021-07-12,48.0
USA,United States,2021-07-19,48.0
VNM,Vietnam,2020-03-23,59.0
VNM,Vietnam,2020-03-30,85.0
VNM,Vietnam,2020-04-06,85.0
VNM,Vietnam,2020-04-13,84.0
VNM,Vietnam,2020-04-20,82.0
VNM,Vietnam,2020-04-27,87.0
VNM,Vietnam,2020-05-04,86.0
VNM,Vietnam,2020-05-25,79.0
VNM,Vietnam,2020-06-08,80.0
VNM,Vietnam,2020-06-22,78.0
VNM,Vietnam,2020-07-06,74.0
VNM,Vietnam,2020-07-20,79.0
VNM,Vietnam,2020-08-03,76.0
VNM,Vietnam,2020-08-17,82.0
VNM,Vietnam,2020-08-31,78.0
VNM,Vietnam,2020-09-14,75.0
VNM,Vietnam,2020-09-28,75.0
VNM,Vietnam,2020-10-12,79.0
VNM,Vietnam,2020-10-26,79.0
VNM,Vietnam,2020-11-09,77.0
VNM,Vietnam,2020-11-23,80.0
VNM,Vietnam,2020-12-07,83.0
VNM,Vietnam,2020-12-21,78.0
VNM,Vietnam,2021-01-04,79.0
VNM,Vietnam,2021-01-18,78.0
VNM,Vietnam,2021-02-01,81.0
VNM,Vietnam,2021-02-15,79.0
VNM,Vietnam,2021-03-01,72.0
VNM,Vietnam,2021-03-15,76.0
VNM,Vietnam,2021-03-29,77.0
VNM,Vietnam,2021-04-13,75.0
VNM,Vietnam,2021-04-26,76.0
VNM,Vietnam,2021-05-10,75.0
VNM,Vietnam,2021-05-24,78.0
VNM,Vietnam,2021-06-07,76.0
VNM,Vietnam,2021-06-21,78.0
VNM,Vietnam,2021-07-05,80.0
VNM,Vietnam,2021-07-19,77.0
