iso_code,country,date,google_mobility_change_residential
BOL,Bolivia,2020-10-13,12.0
BOL,Bolivia,2020-10-14,11.0
BOL,Bolivia,2020-10-15,11.0
BOL,Bolivia,2020-10-16,13.0
BOL,Bolivia,2020-10-17,15.0
BOL,Bolivia,2020-10-18,19.0
BOL,Bolivia,2020-10-19,14.0
BOL,Bolivia,2020-10-20,12.0
BOL,Bolivia,2020-10-21,13.0
BOL,Bolivia,2020-10-22,13.0
BOL,Bolivia,2020-10-23,12.0
BOL,Bolivia,2020-10-24,11.0
BOL,Bolivia,2020-10-25,11.0
BOL,Bolivia,2020-10-26,13.0
BOL,Bolivia,2020-10-27,11.0
BOL,Bolivia,2020-10-28,11.0
BOL,Bolivia,2020-10-29,11.0
BOL,Bolivia,2020-10-30,11.0
BRA,Brazil,2020-02-15,0.0
BRA,Brazil,2020-02-16,1.0
BRA,Brazil,2020-02-17,-1.0
BRA,Brazil,2020-02-18,-1.0
BRA,Brazil,2020-02-19,-1.0
BRA,Brazil,2020-02-20,-2.0
BRA,Brazil,2020-02-21,-1.0
BRA,Brazil,2020-02-22,0.0
BRA,Brazil,2020-02-23,1.0
BRA,Brazil,2020-02-24,8.0
BRA,Brazil,2020-02-25,10.0
BRA,Brazil,2020-02-26,6.0
BRA,Brazil,2020-02-27,1.0
BRA,Brazil,2020-02-28,1.0
BRA,Brazil,2020-02-29,3.0
BRA,Brazil,2020-03-01,5.0
BRA,Brazil,2020-03-02,0.0
BRA,Brazil,2020-03-03,-1.0
BRA,Brazil,2020-03-04,-1.0
BRA,Brazil,2020-03-05,-2.0
BRA,Brazil,2020-03-06,-2.0
BRA,Brazil,2020-03-07,0.0
BRA,Brazil,2020-03-08,1.0
BRA,Brazil,2020-03-09,-2.0
BRA,Brazil,2020-03-10,-2.0
BRA,Brazil,2020-03-11,-1.0
BRA,Brazil,2020-03-12,-2.0
BRA,Brazil,2020-03-13,-2.0
BRA,Brazil,2020-03-14,1.0
BRA,Brazil,2020-03-15,3.0
BRA,Brazil,2020-03-16,1.0
BRA,Brazil,2020-03-17,4.0
BRA,Brazil,2020-03-18,7.0
BRA,Brazil,2020-03-19,10.0
BRA,Brazil,2020-03-20,13.0
BRA,Brazil,2020-03-21,16.0
BRA,Brazil,2020-03-22,17.0
BRA,Brazil,2020-03-23,20.0
BRA,Brazil,2020-03-24,22.0
BRA,Brazil,2020-03-25,23.0
BRA,Brazil,2020-03-26,22.0
BRA,Brazil,2020-03-27,23.0
BRA,Brazil,2020-03-28,19.0
BRA,Brazil,2020-03-29,17.0
BRA,Brazil,2020-03-30,20.0
BRA,Brazil,2020-03-31,19.0
BRA,Brazil,2020-04-01,20.0
BRA,Brazil,2020-04-02,20.0
BRA,Brazil,2020-04-03,20.0
BRA,Brazil,2020-04-04,16.0
BRA,Brazil,2020-04-05,15.0
BRA,Brazil,2020-04-06,18.0
BRA,Brazil,2020-04-07,17.0
BRA,Brazil,2020-04-08,18.0
BRA,Brazil,2020-04-09,16.0
BRA,Brazil,2020-04-10,27.0
BRA,Brazil,2020-04-11,16.0
BRA,Brazil,2020-04-12,13.0
BRA,Brazil,2020-04-13,17.0
BRA,Brazil,2020-04-14,18.0
BRA,Brazil,2020-04-15,18.0
BRA,Brazil,2020-04-16,18.0
BRA,Brazil,2020-04-17,19.0
BRA,Brazil,2020-04-18,15.0
BRA,Brazil,2020-04-19,14.0
BRA,Brazil,2020-04-20,17.0
BRA,Brazil,2020-04-21,23.0
BRA,Brazil,2020-04-22,17.0
BRA,Brazil,2020-04-23,18.0
BRA,Brazil,2020-04-24,18.0
BRA,Brazil,2020-04-25,15.0
BRA,Brazil,2020-04-26,14.0
BRA,Brazil,2020-04-27,17.0
BRA,Brazil,2020-04-28,13.0
BRA,Brazil,2020-04-29,17.0
BRA,Brazil,2020-04-30,14.0
BRA,Brazil,2020-05-01,25.0
BRA,Brazil,2020-05-02,15.0
BRA,Brazil,2020-05-03,13.0
BRA,Brazil,2020-05-04,15.0
BRA,Brazil,2020-05-05,16.0
BRA,Brazil,2020-05-06,16.0
BRA,Brazil,2020-05-07,16.0
BRA,Brazil,2020-05-08,16.0
BRA,Brazil,2020-05-09,13.0
BRA,Brazil,2020-05-10,10.0
BRA,Brazil,2020-05-11,16.0
BRA,Brazil,2020-05-12,16.0
BRA,Brazil,2020-05-13,17.0
BRA,Brazil,2020-05-14,16.0
BRA,Brazil,2020-05-15,18.0
BRA,Brazil,2020-05-16,15.0
BRA,Brazil,2020-05-17,14.0
BRA,Brazil,2020-05-18,16.0
BRA,Brazil,2020-05-19,16.0
BRA,Brazil,2020-05-20,17.0
BRA,Brazil,2020-05-21,17.0
BRA,Brazil,2020-05-22,17.0
BRA,Brazil,2020-05-23,15.0
BRA,Brazil,2020-05-24,14.0
BRA,Brazil,2020-05-25,18.0
BRA,Brazil,2020-05-26,16.0
BRA,Brazil,2020-05-27,16.0
BRA,Brazil,2020-05-28,16.0
BRA,Brazil,2020-05-29,16.0
BRA,Brazil,2020-05-30,12.0
BRA,Brazil,2020-05-31,12.0
BRA,Brazil,2020-06-01,14.0
BRA,Brazil,2020-06-02,15.0
BRA,Brazil,2020-06-03,16.0
BRA,Brazil,2020-06-04,15.0
BRA,Brazil,2020-06-05,15.0
BRA,Brazil,2020-06-06,12.0
BRA,Brazil,2020-06-07,12.0
BRA,Brazil,2020-06-08,14.0
BRA,Brazil,2020-06-09,14.0
BRA,Brazil,2020-06-10,13.0
BRA,Brazil,2020-06-11,20.0
BRA,Brazil,2020-06-12,15.0
BRA,Brazil,2020-06-13,12.0
BRA,Brazil,2020-06-14,12.0
BRA,Brazil,2020-06-15,14.0
BRA,Brazil,2020-06-16,14.0
BRA,Brazil,2020-06-17,15.0
BRA,Brazil,2020-06-18,14.0
BRA,Brazil,2020-06-19,14.0
BRA,Brazil,2020-06-20,11.0
BRA,Brazil,2020-06-21,11.0
BRA,Brazil,2020-06-22,14.0
BRA,Brazil,2020-06-23,14.0
BRA,Brazil,2020-06-24,15.0
BRA,Brazil,2020-06-25,14.0
BRA,Brazil,2020-06-26,15.0
BRA,Brazil,2020-06-27,14.0
BRA,Brazil,2020-06-28,13.0
BRA,Brazil,2020-06-29,14.0
BRA,Brazil,2020-06-30,13.0
BRA,Brazil,2020-07-01,13.0
BRA,Brazil,2020-07-02,14.0
BRA,Brazil,2020-07-03,14.0
BRA,Brazil,2020-07-04,11.0
BRA,Brazil,2020-07-05,11.0
BRA,Brazil,2020-07-06,13.0
BRA,Brazil,2020-07-07,13.0
BRA,Brazil,2020-07-08,13.0
BRA,Brazil,2020-07-09,13.0
BRA,Brazil,2020-07-10,13.0
BRA,Brazil,2020-07-11,10.0
BRA,Brazil,2020-07-12,10.0
BRA,Brazil,2020-07-13,13.0
BRA,Brazil,2020-07-14,13.0
BRA,Brazil,2020-07-15,14.0
BRA,Brazil,2020-07-16,14.0
BRA,Brazil,2020-07-17,13.0
BRA,Brazil,2020-07-18,11.0
BRA,Brazil,2020-07-19,10.0
BRA,Brazil,2020-07-20,12.0
BRA,Brazil,2020-07-21,13.0
BRA,Brazil,2020-07-22,13.0
BRA,Brazil,2020-07-23,13.0
BRA,Brazil,2020-07-24,13.0
BRA,Brazil,2020-07-25,10.0
BRA,Brazil,2020-07-26,10.0
BRA,Brazil,2020-07-27,12.0
BRA,Brazil,2020-07-28,12.0
BRA,Brazil,2020-07-29,13.0
BRA,Brazil,2020-07-30,13.0
BRA,Brazil,2020-07-31,12.0
BRA,Brazil,2020-08-01,10.0
BRA,Brazil,2020-08-02,9.0
BRA,Brazil,2020-08-03,11.0
BRA,Brazil,2020-08-04,12.0
BRA,Brazil,2020-08-05,12.0
BRA,Brazil,2020-08-06,11.0
BRA,Brazil,2020-08-07,10.0
BRA,Brazil,2020-08-08,7.0
BRA,Brazil,2020-08-09,6.0
BRA,Brazil,2020-08-10,10.0
BRA,Brazil,2020-08-11,11.0
BRA,Brazil,2020-08-12,12.0
BRA,Brazil,2020-08-13,11.0
BRA,Brazil,2020-08-14,11.0
BRA,Brazil,2020-08-15,9.0
BRA,Brazil,2020-08-16,9.0
BRA,Brazil,2020-08-17,11.0
BRA,Brazil,2020-08-18,11.0
BRA,Brazil,2020-08-19,11.0
BRA,Brazil,2020-08-20,11.0
BRA,Brazil,2020-08-21,12.0
BRA,Brazil,2020-08-22,10.0
BRA,Brazil,2020-08-23,10.0
BRA,Brazil,2020-08-24,11.0
BRA,Brazil,2020-08-25,10.0
BRA,Brazil,2020-08-26,10.0
BRA,Brazil,2020-08-27,10.0
BRA,Brazil,2020-08-28,9.0
BRA,Brazil,2020-08-29,7.0
BRA,Brazil,2020-08-30,7.0
BRA,Brazil,2020-08-31,9.0
BRA,Brazil,2020-09-01,9.0
BRA,Brazil,2020-09-02,9.0
BRA,Brazil,2020-09-03,9.0
BRA,Brazil,2020-09-04,8.0
BRA,Brazil,2020-09-05,4.0
BRA,Brazil,2020-09-06,5.0
BRA,Brazil,2020-09-07,14.0
BRA,Brazil,2020-09-08,7.0
BRA,Brazil,2020-09-09,9.0
BRA,Brazil,2020-09-10,8.0
BRA,Brazil,2020-09-11,9.0
BRA,Brazil,2020-09-12,6.0
BRA,Brazil,2020-09-13,6.0
BRA,Brazil,2020-09-14,9.0
BRA,Brazil,2020-09-15,10.0
BRA,Brazil,2020-09-16,10.0
BRA,Brazil,2020-09-17,9.0
BRA,Brazil,2020-09-18,9.0
BRA,Brazil,2020-09-19,7.0
BRA,Brazil,2020-09-20,8.0
BRA,Brazil,2020-09-21,10.0
BRA,Brazil,2020-09-22,11.0
BRA,Brazil,2020-09-23,10.0
BRA,Brazil,2020-09-24,10.0
BRA,Brazil,2020-09-25,9.0
BRA,Brazil,2020-09-26,7.0
BRA,Brazil,2020-09-27,7.0
BRA,Brazil,2020-09-28,10.0
BRA,Brazil,2020-09-29,9.0
BRA,Brazil,2020-09-30,8.0
BRA,Brazil,2020-10-01,7.0
BRA,Brazil,2020-10-02,7.0
BRA,Brazil,2020-10-03,5.0
BRA,Brazil,2020-10-04,6.0
BRA,Brazil,2020-10-05,7.0
BRA,Brazil,2020-10-06,6.0
BRA,Brazil,2020-10-07,7.0
BRA,Brazil,2020-10-08,7.0
BRA,Brazil,2020-10-09,7.0
BRA,Brazil,2020-10-10,4.0
BRA,Brazil,2020-10-11,5.0
BRA,Brazil,2020-10-12,12.0
BRA,Brazil,2020-10-13,6.0
BRA,Brazil,2020-10-14,9.0
BRA,Brazil,2020-10-15,8.0
BRA,Brazil,2020-10-16,8.0
BRA,Brazil,2020-10-17,6.0
BRA,Brazil,2020-10-18,7.0
BRA,Brazil,2020-10-19,9.0
BRA,Brazil,2020-10-20,8.0
BRA,Brazil,2020-10-21,9.0
BRA,Brazil,2020-10-22,8.0
BRA,Brazil,2020-10-23,8.0
BRA,Brazil,2020-10-24,6.0
BRA,Brazil,2020-10-25,7.0
BRA,Brazil,2020-10-26,8.0
BRA,Brazil,2020-10-27,8.0
BRA,Brazil,2020-10-28,8.0
BRA,Brazil,2020-10-29,7.0
BRA,Brazil,2020-10-30,8.0
BRB,Barbados,2020-02-15,0.0
BRB,Barbados,2020-02-16,0.0
BRB,Barbados,2020-02-17,1.0
BRB,Barbados,2020-02-18,1.0
BRB,Barbados,2020-02-19,2.0
BRB,Barbados,2020-02-20,0.0
BRB,Barbados,2020-02-21,0.0
BRB,Barbados,2020-02-22,0.0
BRB,Barbados,2020-02-23,0.0
BRB,Barbados,2020-02-24,1.0
BRB,Barbados,2020-02-25,-1.0
BRB,Barbados,2020-02-26,-1.0
BRB,Barbados,2020-02-27,-1.0
BRB,Barbados,2020-02-28,-1.0
BRB,Barbados,2020-02-29,-1.0
BRB,Barbados,2020-03-01,-1.0
BRB,Barbados,2020-03-02,1.0
BRB,Barbados,2020-03-03,0.0
BRB,Barbados,2020-03-04,-1.0
BRB,Barbados,2020-03-05,0.0
BRB,Barbados,2020-03-06,0.0
BRB,Barbados,2020-03-07,0.0
BRB,Barbados,2020-03-08,0.0
BRB,Barbados,2020-03-09,1.0
BRB,Barbados,2020-03-10,0.0
BRB,Barbados,2020-03-11,0.0
BRB,Barbados,2020-03-12,0.0
BRB,Barbados,2020-03-13,1.0
BRB,Barbados,2020-03-14,2.0
BRB,Barbados,2020-03-15,2.0
BRB,Barbados,2020-03-16,2.0
BRB,Barbados,2020-03-17,2.0
BRB,Barbados,2020-03-18,6.0
BRB,Barbados,2020-03-19,8.0
BRB,Barbados,2020-03-20,10.0
BRB,Barbados,2020-03-21,9.0
BRB,Barbados,2020-03-22,8.0
BRB,Barbados,2020-03-23,13.0
BRB,Barbados,2020-03-24,14.0
BRB,Barbados,2020-03-25,14.0
BRB,Barbados,2020-03-26,15.0
BRB,Barbados,2020-03-27,16.0
BRB,Barbados,2020-03-28,15.0
BRB,Barbados,2020-03-29,15.0
BRB,Barbados,2020-03-30,28.0
BRB,Barbados,2020-03-31,28.0
BRB,Barbados,2020-04-01,28.0
BRB,Barbados,2020-04-02,29.0
BRB,Barbados,2020-04-03,27.0
BRB,Barbados,2020-04-06,39.0
BRB,Barbados,2020-04-07,37.0
BRB,Barbados,2020-04-08,35.0
BRB,Barbados,2020-04-09,33.0
BRB,Barbados,2020-04-11,25.0
BRB,Barbados,2020-04-13,40.0
BRB,Barbados,2020-04-14,34.0
BRB,Barbados,2020-04-15,30.0
BRB,Barbados,2020-04-16,32.0
BRB,Barbados,2020-04-17,35.0
BRB,Barbados,2020-04-18,23.0
BRB,Barbados,2020-04-19,17.0
BRB,Barbados,2020-04-20,31.0
BRB,Barbados,2020-04-21,31.0
BRB,Barbados,2020-04-22,30.0
BRB,Barbados,2020-04-23,32.0
BRB,Barbados,2020-04-24,34.0
BRB,Barbados,2020-04-25,23.0
BRB,Barbados,2020-04-26,17.0
BRB,Barbados,2020-04-27,31.0
BRB,Barbados,2020-04-28,37.0
BRB,Barbados,2020-04-29,29.0
BRB,Barbados,2020-04-30,28.0
BRB,Barbados,2020-05-01,43.0
BRB,Barbados,2020-05-02,22.0
BRB,Barbados,2020-05-03,17.0
BRB,Barbados,2020-05-04,26.0
BRB,Barbados,2020-05-05,25.0
BRB,Barbados,2020-05-06,24.0
BRB,Barbados,2020-05-07,26.0
BRB,Barbados,2020-05-08,28.0
BRB,Barbados,2020-05-09,19.0
BRB,Barbados,2020-05-10,14.0
BRB,Barbados,2020-05-11,25.0
BRB,Barbados,2020-05-12,25.0
BRB,Barbados,2020-05-13,24.0
BRB,Barbados,2020-05-14,24.0
BRB,Barbados,2020-05-15,27.0
BRB,Barbados,2020-05-16,18.0
BRB,Barbados,2020-05-17,14.0
BRB,Barbados,2020-05-18,23.0
BRB,Barbados,2020-05-19,23.0
BRB,Barbados,2020-05-20,23.0
BRB,Barbados,2020-05-21,24.0
BRB,Barbados,2020-05-22,24.0
BRB,Barbados,2020-05-23,16.0
BRB,Barbados,2020-05-24,13.0
BRB,Barbados,2020-05-25,22.0
BRB,Barbados,2020-05-26,21.0
BRB,Barbados,2020-05-27,20.0
BRB,Barbados,2020-05-28,22.0
BRB,Barbados,2020-05-29,24.0
BRB,Barbados,2020-05-30,15.0
BRB,Barbados,2020-05-31,12.0
BRB,Barbados,2020-06-01,32.0
BRB,Barbados,2020-06-02,18.0
BRB,Barbados,2020-06-03,18.0
BRB,Barbados,2020-06-04,19.0
BRB,Barbados,2020-06-05,23.0
BRB,Barbados,2020-06-06,16.0
BRB,Barbados,2020-06-07,12.0
BRB,Barbados,2020-06-08,19.0
BRB,Barbados,2020-06-09,18.0
BRB,Barbados,2020-06-10,17.0
BRB,Barbados,2020-06-11,19.0
BRB,Barbados,2020-06-12,21.0
BRB,Barbados,2020-06-13,14.0
BRB,Barbados,2020-06-14,11.0
BRB,Barbados,2020-06-15,17.0
BRB,Barbados,2020-06-16,17.0
BRB,Barbados,2020-06-17,16.0
BRB,Barbados,2020-06-18,18.0
BRB,Barbados,2020-06-19,19.0
BRB,Barbados,2020-06-20,14.0
BRB,Barbados,2020-06-21,9.0
BRB,Barbados,2020-06-22,17.0
BRB,Barbados,2020-06-23,17.0
BRB,Barbados,2020-06-24,16.0
BRB,Barbados,2020-06-25,16.0
BRB,Barbados,2020-06-26,18.0
BRB,Barbados,2020-06-27,11.0
BRB,Barbados,2020-06-28,9.0
BRB,Barbados,2020-06-29,15.0
BRB,Barbados,2020-06-30,15.0
BRB,Barbados,2020-07-01,14.0
BRB,Barbados,2020-07-02,15.0
BRB,Barbados,2020-07-03,16.0
BRB,Barbados,2020-07-04,10.0
BRB,Barbados,2020-07-05,8.0
BRB,Barbados,2020-07-06,16.0
BRB,Barbados,2020-07-07,15.0
BRB,Barbados,2020-07-08,14.0
BRB,Barbados,2020-07-09,14.0
BRB,Barbados,2020-07-10,15.0
BRB,Barbados,2020-07-11,10.0
BRB,Barbados,2020-07-12,8.0
BRB,Barbados,2020-07-13,15.0
BRB,Barbados,2020-07-14,13.0
BRB,Barbados,2020-07-15,13.0
BRB,Barbados,2020-07-16,14.0
BRB,Barbados,2020-07-17,15.0
BRB,Barbados,2020-07-18,9.0
BRB,Barbados,2020-07-19,7.0
BRB,Barbados,2020-07-20,15.0
BRB,Barbados,2020-07-21,14.0
BRB,Barbados,2020-07-22,13.0
BRB,Barbados,2020-07-23,12.0
BRB,Barbados,2020-07-24,16.0
BRB,Barbados,2020-07-25,16.0
BRB,Barbados,2020-07-26,8.0
BRB,Barbados,2020-07-27,14.0
BRB,Barbados,2020-07-28,16.0
BRB,Barbados,2020-07-29,14.0
BRB,Barbados,2020-07-30,12.0
BRB,Barbados,2020-07-31,10.0
BRB,Barbados,2020-08-01,12.0
BRB,Barbados,2020-08-02,4.0
BRB,Barbados,2020-08-03,24.0
BRB,Barbados,2020-08-04,11.0
BRB,Barbados,2020-08-05,12.0
BRB,Barbados,2020-08-06,13.0
BRB,Barbados,2020-08-07,13.0
BRB,Barbados,2020-08-08,11.0
BRB,Barbados,2020-08-09,6.0
BRB,Barbados,2020-08-10,13.0
BRB,Barbados,2020-08-11,13.0
BRB,Barbados,2020-08-12,12.0
BRB,Barbados,2020-08-13,12.0
BRB,Barbados,2020-08-14,14.0
BRB,Barbados,2020-08-15,8.0
BRB,Barbados,2020-08-16,6.0
BRB,Barbados,2020-08-17,18.0
BRB,Barbados,2020-08-18,12.0
BRB,Barbados,2020-08-19,11.0
BRB,Barbados,2020-08-20,12.0
BRB,Barbados,2020-08-21,12.0
BRB,Barbados,2020-08-22,7.0
BRB,Barbados,2020-08-23,5.0
BRB,Barbados,2020-08-24,13.0
BRB,Barbados,2020-08-25,11.0
BRB,Barbados,2020-08-26,10.0
BRB,Barbados,2020-08-27,10.0
BRB,Barbados,2020-08-28,10.0
BRB,Barbados,2020-08-29,6.0
BRB,Barbados,2020-08-30,4.0
BRB,Barbados,2020-08-31,11.0
BRB,Barbados,2020-09-01,10.0
BRB,Barbados,2020-09-02,9.0
BRB,Barbados,2020-09-03,11.0
BRB,Barbados,2020-09-04,11.0
BRB,Barbados,2020-09-05,6.0
BRB,Barbados,2020-09-06,4.0
BRB,Barbados,2020-09-07,11.0
BRB,Barbados,2020-09-08,10.0
BRB,Barbados,2020-09-09,9.0
BRB,Barbados,2020-09-10,10.0
BRB,Barbados,2020-09-11,10.0
BRB,Barbados,2020-09-12,6.0
BRB,Barbados,2020-09-13,5.0
BRB,Barbados,2020-09-14,10.0
BRB,Barbados,2020-09-15,10.0
BRB,Barbados,2020-09-16,9.0
BRB,Barbados,2020-09-17,9.0
BRB,Barbados,2020-09-18,10.0
BRB,Barbados,2020-09-19,7.0
BRB,Barbados,2020-09-20,4.0
BRB,Barbados,2020-09-21,10.0
BRB,Barbados,2020-09-22,8.0
BRB,Barbados,2020-09-23,8.0
BRB,Barbados,2020-09-24,9.0
BRB,Barbados,2020-09-25,8.0
BRB,Barbados,2020-09-26,5.0
BRB,Barbados,2020-09-27,5.0
BRB,Barbados,2020-09-28,10.0
BRB,Barbados,2020-09-29,9.0
BRB,Barbados,2020-09-30,7.0
BRB,Barbados,2020-10-01,14.0
BRB,Barbados,2020-10-02,9.0
BRB,Barbados,2020-10-03,6.0
BRB,Barbados,2020-10-04,4.0
BRB,Barbados,2020-10-05,7.0
BRB,Barbados,2020-10-06,11.0
BRB,Barbados,2020-10-07,6.0
BRB,Barbados,2020-10-08,8.0
BRB,Barbados,2020-10-09,9.0
BRB,Barbados,2020-10-10,6.0
BRB,Barbados,2020-10-11,5.0
BRB,Barbados,2020-10-12,9.0
BRB,Barbados,2020-10-13,8.0
BRB,Barbados,2020-10-14,9.0
BRB,Barbados,2020-10-15,8.0
BRB,Barbados,2020-10-16,9.0
BRB,Barbados,2020-10-17,7.0
BRB,Barbados,2020-10-18,6.0
BRB,Barbados,2020-10-19,10.0
BRB,Barbados,2020-10-20,8.0
BRB,Barbados,2020-10-21,7.0
BRB,Barbados,2020-10-22,8.0
BRB,Barbados,2020-10-23,9.0
BRB,Barbados,2020-10-24,4.0
BRB,Barbados,2020-10-25,3.0
BRB,Barbados,2020-10-26,8.0
BRB,Barbados,2020-10-27,7.0
BRB,Barbados,2020-10-28,10.0
BRB,Barbados,2020-10-29,13.0
BRB,Barbados,2020-10-30,9.0
BWA,Botswana,2020-02-15,1.0
BWA,Botswana,2020-02-16,2.0
BWA,Botswana,2020-02-17,0.0
BWA,Botswana,2020-02-18,0.0
BWA,Botswana,2020-02-19,-1.0
BWA,Botswana,2020-02-20,0.0
BWA,Botswana,2020-02-21,-2.0
BWA,Botswana,2020-02-22,0.0
BWA,Botswana,2020-02-23,1.0
BWA,Botswana,2020-02-24,0.0
BWA,Botswana,2020-02-25,0.0
BWA,Botswana,2020-02-26,-2.0
BWA,Botswana,2020-02-27,-1.0
BWA,Botswana,2020-02-28,-3.0
BWA,Botswana,2020-02-29,-3.0
BWA,Botswana,2020-03-01,-1.0
BWA,Botswana,2020-03-02,-1.0
BWA,Botswana,2020-03-03,-1.0
BWA,Botswana,2020-03-04,0.0
BWA,Botswana,2020-03-05,0.0
BWA,Botswana,2020-03-06,-1.0
BWA,Botswana,2020-03-07,-1.0
BWA,Botswana,2020-03-08,2.0
BWA,Botswana,2020-03-09,0.0
BWA,Botswana,2020-03-10,1.0
BWA,Botswana,2020-03-11,0.0
BWA,Botswana,2020-03-12,2.0
BWA,Botswana,2020-03-13,0.0
BWA,Botswana,2020-03-14,1.0
BWA,Botswana,2020-03-15,3.0
BWA,Botswana,2020-03-16,1.0
BWA,Botswana,2020-03-17,3.0
BWA,Botswana,2020-03-18,4.0
BWA,Botswana,2020-03-19,3.0
BWA,Botswana,2020-03-20,1.0
BWA,Botswana,2020-03-21,4.0
BWA,Botswana,2020-03-22,10.0
BWA,Botswana,2020-03-23,5.0
BWA,Botswana,2020-03-24,6.0
BWA,Botswana,2020-03-25,6.0
BWA,Botswana,2020-03-26,7.0
BWA,Botswana,2020-03-27,7.0
BWA,Botswana,2020-03-28,9.0
BWA,Botswana,2020-03-29,13.0
BWA,Botswana,2020-03-30,10.0
BWA,Botswana,2020-03-31,11.0
BWA,Botswana,2020-04-01,9.0
BWA,Botswana,2020-04-02,10.0
BWA,Botswana,2020-04-03,42.0
BWA,Botswana,2020-04-04,33.0
BWA,Botswana,2020-04-05,34.0
BWA,Botswana,2020-04-06,40.0
BWA,Botswana,2020-04-07,41.0
BWA,Botswana,2020-04-08,41.0
BWA,Botswana,2020-04-09,43.0
BWA,Botswana,2020-04-10,52.0
BWA,Botswana,2020-04-11,35.0
BWA,Botswana,2020-04-12,34.0
BWA,Botswana,2020-04-13,47.0
BWA,Botswana,2020-04-14,39.0
BWA,Botswana,2020-04-15,41.0
BWA,Botswana,2020-04-16,35.0
BWA,Botswana,2020-04-17,41.0
BWA,Botswana,2020-04-18,32.0
BWA,Botswana,2020-04-19,33.0
BWA,Botswana,2020-04-20,38.0
BWA,Botswana,2020-04-21,38.0
BWA,Botswana,2020-04-22,38.0
BWA,Botswana,2020-04-23,39.0
BWA,Botswana,2020-04-24,40.0
BWA,Botswana,2020-04-25,30.0
BWA,Botswana,2020-04-26,32.0
BWA,Botswana,2020-04-27,37.0
BWA,Botswana,2020-04-28,37.0
BWA,Botswana,2020-04-29,36.0
BWA,Botswana,2020-04-30,35.0
BWA,Botswana,2020-05-01,45.0
BWA,Botswana,2020-05-02,30.0
BWA,Botswana,2020-05-03,31.0
BWA,Botswana,2020-05-04,35.0
BWA,Botswana,2020-05-05,36.0
BWA,Botswana,2020-05-06,38.0
BWA,Botswana,2020-05-07,37.0
BWA,Botswana,2020-05-08,37.0
BWA,Botswana,2020-05-09,27.0
BWA,Botswana,2020-05-10,29.0
BWA,Botswana,2020-05-11,31.0
BWA,Botswana,2020-05-12,33.0
BWA,Botswana,2020-05-13,31.0
BWA,Botswana,2020-05-14,31.0
BWA,Botswana,2020-05-15,32.0
BWA,Botswana,2020-05-16,24.0
BWA,Botswana,2020-05-17,27.0
BWA,Botswana,2020-05-18,26.0
BWA,Botswana,2020-05-19,26.0
BWA,Botswana,2020-05-20,26.0
BWA,Botswana,2020-05-21,32.0
BWA,Botswana,2020-05-22,21.0
BWA,Botswana,2020-05-23,13.0
BWA,Botswana,2020-05-24,16.0
BWA,Botswana,2020-05-25,13.0
BWA,Botswana,2020-05-26,14.0
BWA,Botswana,2020-05-27,15.0
BWA,Botswana,2020-05-28,15.0
BWA,Botswana,2020-05-29,14.0
BWA,Botswana,2020-05-30,10.0
BWA,Botswana,2020-05-31,12.0
BWA,Botswana,2020-06-01,9.0
BWA,Botswana,2020-06-02,11.0
BWA,Botswana,2020-06-03,10.0
BWA,Botswana,2020-06-04,11.0
BWA,Botswana,2020-06-05,10.0
BWA,Botswana,2020-06-06,8.0
BWA,Botswana,2020-06-07,12.0
BWA,Botswana,2020-06-08,9.0
BWA,Botswana,2020-06-09,8.0
BWA,Botswana,2020-06-10,9.0
BWA,Botswana,2020-06-11,11.0
BWA,Botswana,2020-06-12,9.0
BWA,Botswana,2020-06-13,21.0
BWA,Botswana,2020-06-14,24.0
BWA,Botswana,2020-06-15,27.0
BWA,Botswana,2020-06-16,15.0
BWA,Botswana,2020-06-17,12.0
BWA,Botswana,2020-06-18,11.0
BWA,Botswana,2020-06-19,10.0
BWA,Botswana,2020-06-20,7.0
BWA,Botswana,2020-06-21,11.0
BWA,Botswana,2020-06-22,9.0
BWA,Botswana,2020-06-23,10.0
BWA,Botswana,2020-06-24,9.0
BWA,Botswana,2020-06-25,7.0
BWA,Botswana,2020-06-26,5.0
BWA,Botswana,2020-06-27,4.0
BWA,Botswana,2020-06-28,8.0
BWA,Botswana,2020-06-29,6.0
BWA,Botswana,2020-06-30,6.0
BWA,Botswana,2020-07-01,20.0
BWA,Botswana,2020-07-02,8.0
BWA,Botswana,2020-07-03,8.0
BWA,Botswana,2020-07-04,7.0
BWA,Botswana,2020-07-05,10.0
BWA,Botswana,2020-07-06,7.0
BWA,Botswana,2020-07-07,9.0
BWA,Botswana,2020-07-08,9.0
BWA,Botswana,2020-07-09,10.0
BWA,Botswana,2020-07-10,9.0
BWA,Botswana,2020-07-11,9.0
BWA,Botswana,2020-07-12,13.0
BWA,Botswana,2020-07-13,9.0
BWA,Botswana,2020-07-14,9.0
BWA,Botswana,2020-07-15,10.0
BWA,Botswana,2020-07-16,10.0
BWA,Botswana,2020-07-17,7.0
BWA,Botswana,2020-07-18,5.0
BWA,Botswana,2020-07-19,10.0
BWA,Botswana,2020-07-20,22.0
BWA,Botswana,2020-07-21,20.0
BWA,Botswana,2020-07-22,10.0
BWA,Botswana,2020-07-23,10.0
BWA,Botswana,2020-07-24,8.0
BWA,Botswana,2020-07-25,7.0
BWA,Botswana,2020-07-26,10.0
BWA,Botswana,2020-07-27,8.0
