country,date,jhu-cases
CPV,2020-02-09,0
CPV,2020-02-10,0
CPV,2020-02-11,0
CPV,2020-02-12,0
CPV,2020-02-13,0
CPV,2020-02-14,0
CPV,2020-02-15,0
CPV,2020-02-16,0
CPV,2020-02-17,0
CPV,2020-02-18,0
CPV,2020-02-19,0
CPV,2020-02-20,0
CPV,2020-02-21,0
CPV,2020-02-22,0
CPV,2020-02-23,0
CPV,2020-02-24,0
CPV,2020-02-25,0
CPV,2020-02-26,0
CPV,2020-02-27,0
CPV,2020-02-28,0
CPV,2020-02-29,0
CPV,2020-03-01,0
CPV,2020-03-02,0
CPV,2020-03-03,0
CPV,2020-03-04,0
CPV,2020-03-05,0
CPV,2020-03-06,0
CPV,2020-03-07,0
CPV,2020-03-08,0
CPV,2020-03-09,0
CPV,2020-03-10,0
CPV,2020-03-11,0
CPV,2020-03-12,0
CPV,2020-03-13,0
CPV,2020-03-14,0
CPV,2020-03-15,0
CPV,2020-03-16,0
CPV,2020-03-17,0
CPV,2020-03-18,0
CPV,2020-03-19,0
CPV,2020-03-20,1
CPV,2020-03-21,3
CPV,2020-03-22,3
CPV,2020-03-23,3
CPV,2020-03-24,3
CPV,2020-03-25,4
CPV,2020-03-26,4
CPV,2020-03-27,5
CPV,2020-03-28,5
CPV,2020-03-29,6
CPV,2020-03-30,6
CPV,2020-03-31,6
CPV,2020-04-01,6
CPV,2020-04-02,6
CPV,2020-04-03,6
CPV,2020-04-04,7
CPV,2020-04-05,7
CPV,2020-04-06,7
CPV,2020-04-07,7
CPV,2020-04-08,7
CPV,2020-04-09,7
CPV,2020-04-10,7
CPV,2020-04-11,8
CPV,2020-04-12,8
CPV,2020-04-13,10
CPV,2020-04-14,11
CPV,2020-04-15,56
CPV,2020-04-16,56
CPV,2020-04-17,56
CPV,2020-04-18,58
CPV,2020-04-19,61
CPV,2020-04-20,67
CPV,2020-04-21,68
CPV,2020-04-22,73
CPV,2020-04-23,82
CPV,2020-04-24,88
CPV,2020-04-25,90
CPV,2020-04-26,106
CPV,2020-04-27,109
CPV,2020-04-28,114
CPV,2020-04-29,114
CPV,2020-04-30,121
CPV,2020-05-01,122
CPV,2020-05-02,152
CPV,2020-05-03,165
CPV,2020-05-04,175
CPV,2020-05-05,186
CPV,2020-05-06,191
CPV,2020-05-07,218
CPV,2020-05-08,230
CPV,2020-05-09,236
CPV,2020-05-10,246
CPV,2020-05-11,260
CPV,2020-05-12,267
CPV,2020-05-13,289
CPV,2020-05-14,315
CPV,2020-05-15,326
CPV,2020-05-16,328
CPV,2020-05-17,328
CPV,2020-05-18,328
CPV,2020-05-19,335
CPV,2020-05-20,349
CPV,2020-05-21,356
CPV,2020-05-22,362
CPV,2020-05-23,371
CPV,2020-05-24,380
CPV,2020-05-25,390
CPV,2020-05-26,390
CPV,2020-05-27,390
CPV,2020-05-28,390
CPV,2020-05-29,405
CPV,2020-05-30,421
CPV,2020-05-31,435
CPV,2020-06-01,458
CPV,2020-06-02,466
CPV,2020-06-03,477
CPV,2020-06-04,502
CPV,2020-06-05,536
CPV,2020-06-06,542
CPV,2020-06-07,554
CPV,2020-06-08,567
CPV,2020-06-09,585
CPV,2020-06-10,615
CPV,2020-06-11,657
CPV,2020-06-12,697
CPV,2020-06-13,726
CPV,2020-06-14,750
CPV,2020-06-15,760
CPV,2020-06-16,781
CPV,2020-06-17,792
CPV,2020-06-18,823
CPV,2020-06-19,848
CPV,2020-06-20,863
CPV,2020-06-21,890
CPV,2020-06-22,944
CPV,2020-06-23,982
CPV,2020-06-24,999
CPV,2020-06-25,1003
CPV,2020-06-26,1027
CPV,2020-06-27,1091
CPV,2020-06-28,1155
CPV,2020-06-29,1165
CPV,2020-06-30,1227
CPV,2020-07-01,1267
CPV,2020-07-02,1301
CPV,2020-07-03,1382
CPV,2020-07-04,1421
CPV,2020-07-05,1451
CPV,2020-07-06,1463
CPV,2020-07-07,1499
CPV,2020-07-08,1542
CPV,2020-07-09,1552
CPV,2020-07-10,1591
CPV,2020-07-11,1623
CPV,2020-07-12,1623
CPV,2020-07-13,1698
CPV,2020-07-14,1722
CPV,2020-07-15,1780
CPV,2020-07-16,1894
CPV,2020-07-17,1939
CPV,2020-07-18,2014
CPV,2020-07-19,2045
CPV,2020-07-20,2071
CPV,2020-07-21,2107
CPV,2020-07-22,2154
CPV,2020-07-23,2190
CPV,2020-07-24,2220
CPV,2020-07-25,2258
CRI,2020-01-22,0
CRI,2020-01-23,0
CRI,2020-01-24,0
CRI,2020-01-25,0
CRI,2020-01-26,0
CRI,2020-01-27,0
CRI,2020-01-28,0
CRI,2020-01-29,0
CRI,2020-01-30,0
CRI,2020-01-31,0
CRI,2020-02-01,0
CRI,2020-02-02,0
CRI,2020-02-03,0
CRI,2020-02-04,0
CRI,2020-02-05,0
CRI,2020-02-06,0
CRI,2020-02-07,0
CRI,2020-02-08,0
CRI,2020-02-09,0
CRI,2020-02-10,0
CRI,2020-02-11,0
CRI,2020-02-12,0
CRI,2020-02-13,0
CRI,2020-02-14,0
CRI,2020-02-15,0
CRI,2020-02-16,0
CRI,2020-02-17,0
CRI,2020-02-18,0
CRI,2020-02-19,0
CRI,2020-02-20,0
CRI,2020-02-21,0
CRI,2020-02-22,0
CRI,2020-02-23,0
CRI,2020-02-24,0
CRI,2020-02-25,0
CRI,2020-02-26,0
CRI,2020-02-27,0
CRI,2020-02-28,0
CRI,2020-02-29,0
CRI,2020-03-01,0
CRI,2020-03-02,0
CRI,2020-03-03,0
CRI,2020-03-04,0
CRI,2020-03-05,0
CRI,2020-03-06,1
CRI,2020-03-07,1
CRI,2020-03-08,5
CRI,2020-03-09,9
CRI,2020-03-10,9
CRI,2020-03-11,13
CRI,2020-03-12,22
CRI,2020-03-13,23
CRI,2020-03-14,26
CRI,2020-03-15,27
CRI,2020-03-16,35
CRI,2020-03-17,41
CRI,2020-03-18,50
CRI,2020-03-19,69
CRI,2020-03-20,89
CRI,2020-03-21,117
CRI,2020-03-22,134
CRI,2020-03-23,158
CRI,2020-03-24,177
CRI,2020-03-25,201
CRI,2020-03-26,231
CRI,2020-03-27,263
CRI,2020-03-28,295
CRI,2020-03-29,314
CRI,2020-03-30,330
CRI,2020-03-31,347
CRI,2020-04-01,375
CRI,2020-04-02,396
CRI,2020-04-03,416
CRI,2020-04-04,435
CRI,2020-04-05,454
CRI,2020-04-06,467
CRI,2020-04-07,483
CRI,2020-04-08,502
CRI,2020-04-09,539
CRI,2020-04-10,558
CRI,2020-04-11,577
CRI,2020-04-12,595
CRI,2020-04-13,612
CRI,2020-04-14,618
CRI,2020-04-15,626
CRI,2020-04-16,642
CRI,2020-04-17,649
CRI,2020-04-18,655
CRI,2020-04-19,660
CRI,2020-04-20,662
CRI,2020-04-21,669
CRI,2020-04-22,681
CRI,2020-04-23,686
CRI,2020-04-24,687
CRI,2020-04-25,693
CRI,2020-04-26,695
CRI,2020-04-27,697
CRI,2020-04-28,705
CRI,2020-04-29,713
CRI,2020-04-30,719
CRI,2020-05-01,725
CRI,2020-05-02,733
CRI,2020-05-03,739
CRI,2020-05-04,742
CRI,2020-05-05,755
CRI,2020-05-06,761
CRI,2020-05-07,765
CRI,2020-05-08,773
CRI,2020-05-09,780
CRI,2020-05-10,792
CRI,2020-05-11,801
CRI,2020-05-12,804
CRI,2020-05-13,815
CRI,2020-05-14,830
CRI,2020-05-15,843
CRI,2020-05-16,853
CRI,2020-05-17,863
CRI,2020-05-18,866
CRI,2020-05-19,882
CRI,2020-05-20,897
CRI,2020-05-21,903
CRI,2020-05-22,911
CRI,2020-05-23,918
CRI,2020-05-24,930
CRI,2020-05-25,951
CRI,2020-05-26,956
CRI,2020-05-27,984
CRI,2020-05-28,1000
CRI,2020-05-29,1022
CRI,2020-05-30,1047
CRI,2020-05-31,1056
CRI,2020-06-01,1084
CRI,2020-06-02,1105
CRI,2020-06-03,1157
CRI,2020-06-04,1194
CRI,2020-06-05,1228
CRI,2020-06-06,1263
CRI,2020-06-07,1318
CRI,2020-06-08,1342
CRI,2020-06-09,1375
CRI,2020-06-10,1461
CRI,2020-06-11,1538
CRI,2020-06-12,1612
CRI,2020-06-13,1662
CRI,2020-06-14,1715
CRI,2020-06-15,1744
CRI,2020-06-16,1796
CRI,2020-06-17,1871
CRI,2020-06-18,1939
CRI,2020-06-19,2058
CRI,2020-06-20,2127
CRI,2020-06-21,2213
CRI,2020-06-22,2277
CRI,2020-06-23,2368
CRI,2020-06-24,2515
CRI,2020-06-25,2684
CRI,2020-06-26,2836
CRI,2020-06-27,2979
CRI,2020-06-28,3130
CRI,2020-06-29,3269
CRI,2020-06-30,3459
CRI,2020-07-01,3753
CRI,2020-07-02,4023
CRI,2020-07-03,4311
CRI,2020-07-04,4621
CRI,2020-07-05,4996
CRI,2020-07-06,5241
CRI,2020-07-07,5486
CRI,2020-07-08,5836
CRI,2020-07-09,6485
CRI,2020-07-10,6845
CRI,2020-07-11,7231
CRI,2020-07-12,7596
CRI,2020-07-13,8036
CRI,2020-07-14,8482
CRI,2020-07-15,8986
CRI,2020-07-16,9546
CRI,2020-07-17,9969
CRI,2020-07-18,10551
CRI,2020-07-19,11114
CRI,2020-07-20,11534
CRI,2020-07-21,11811
CRI,2020-07-22,12361
CRI,2020-07-23,13129
CRI,2020-07-24,13669
CRI,2020-07-25,14600
CUB,2020-01-22,0
CUB,2020-01-23,0
CUB,2020-01-24,0
CUB,2020-01-25,0
CUB,2020-01-26,0
CUB,2020-01-27,0
CUB,2020-01-28,0
CUB,2020-01-29,0
CUB,2020-01-30,0
CUB,2020-01-31,0
CUB,2020-02-01,0
CUB,2020-02-02,0
CUB,2020-02-03,0
CUB,2020-02-04,0
CUB,2020-02-05,0
CUB,2020-02-06,0
CUB,2020-02-07,0
CUB,2020-02-08,0
CUB,2020-02-09,0
CUB,2020-02-10,0
CUB,2020-02-11,0
CUB,2020-02-12,0
CUB,2020-02-13,0
CUB,2020-02-14,0
CUB,2020-02-15,0
CUB,2020-02-16,0
CUB,2020-02-17,0
CUB,2020-02-18,0
CUB,2020-02-19,0
CUB,2020-02-20,0
CUB,2020-02-21,0
CUB,2020-02-22,0
CUB,2020-02-23,0
CUB,2020-02-24,0
CUB,2020-02-25,0
CUB,2020-02-26,0
CUB,2020-02-27,0
CUB,2020-02-28,0
CUB,2020-02-29,0
CUB,2020-03-01,0
CUB,2020-03-02,0
CUB,2020-03-03,0
CUB,2020-03-04,0
CUB,2020-03-05,0
CUB,2020-03-06,0
CUB,2020-03-07,0
CUB,2020-03-08,0
CUB,2020-03-09,0
CUB,2020-03-10,0
CUB,2020-03-11,0
CUB,2020-03-12,3
CUB,2020-03-13,4
CUB,2020-03-14,4
CUB,2020-03-15,4
CUB,2020-03-16,4
CUB,2020-03-17,5
CUB,2020-03-18,7
CUB,2020-03-19,11
CUB,2020-03-20,16
CUB,2020-03-21,21
CUB,2020-03-22,35
CUB,2020-03-23,40
CUB,2020-03-24,48
CUB,2020-03-25,57
CUB,2020-03-26,67
CUB,2020-03-27,80
CUB,2020-03-28,119
CUB,2020-03-29,139
CUB,2020-03-30,170
CUB,2020-03-31,186
CUB,2020-04-01,212
CUB,2020-04-02,233
CUB,2020-04-03,269
CUB,2020-04-04,288
CUB,2020-04-05,320
CUB,2020-04-06,350
CUB,2020-04-07,396
CUB,2020-04-08,457
CUB,2020-04-09,515
CUB,2020-04-10,564
CUB,2020-04-11,620
CUB,2020-04-12,669
CUB,2020-04-13,726
CUB,2020-04-14,766
CUB,2020-04-15,814
CUB,2020-04-16,862
CUB,2020-04-17,923
CUB,2020-04-18,986
CUB,2020-04-19,1035
CUB,2020-04-20,1087
CUB,2020-04-21,1137
CUB,2020-04-22,1189
CUB,2020-04-23,1235
CUB,2020-04-24,1285
CUB,2020-04-25,1337
CUB,2020-04-26,1369
CUB,2020-04-27,1389
CUB,2020-04-28,1437
CUB,2020-04-29,1467
CUB,2020-04-30,1501
CUB,2020-05-01,1537
CUB,2020-05-02,1611
CUB,2020-05-03,1649
CUB,2020-05-04,1668
CUB,2020-05-05,1685
CUB,2020-05-06,1703
CUB,2020-05-07,1729
CUB,2020-05-08,1741
CUB,2020-05-09,1754
CUB,2020-05-10,1766
CUB,2020-05-11,1783
CUB,2020-05-12,1804
CUB,2020-05-13,1810
CUB,2020-05-14,1830
CUB,2020-05-15,1840
CUB,2020-05-16,1862
CUB,2020-05-17,1872
CUB,2020-05-18,1881
CUB,2020-05-19,1887
CUB,2020-05-20,1900
CUB,2020-05-21,1908
CUB,2020-05-22,1916
CUB,2020-05-23,1931
CUB,2020-05-24,1941
CUB,2020-05-25,1947
CUB,2020-05-26,1963
CUB,2020-05-27,1974
CUB,2020-05-28,1983
CUB,2020-05-29,2005
CUB,2020-05-30,2025
CUB,2020-05-31,2045
CUB,2020-06-01,2083
CUB,2020-06-02,2092
CUB,2020-06-03,2107
CUB,2020-06-04,2119
CUB,2020-06-05,2133
CUB,2020-06-06,2173
CUB,2020-06-07,2191
CUB,2020-06-08,2200
CUB,2020-06-09,2205
CUB,2020-06-10,2211
CUB,2020-06-11,2219
CUB,2020-06-12,2233
CUB,2020-06-13,2238
CUB,2020-06-14,2248
CUB,2020-06-15,2262
CUB,2020-06-16,2273
CUB,2020-06-17,2280
CUB,2020-06-18,2295
CUB,2020-06-19,2305
CUB,2020-06-20,2309
CUB,2020-06-21,2312
CUB,2020-06-22,2315
CUB,2020-06-23,2318
CUB,2020-06-24,2319
CUB,2020-06-25,2321
CUB,2020-06-26,2325
CUB,2020-06-27,2330
CUB,2020-06-28,2332
CUB,2020-06-29,2340
CUB,2020-06-30,2341
CUB,2020-07-01,2348
CUB,2020-07-02,2353
CUB,2020-07-03,2361
CUB,2020-07-04,2369
CUB,2020-07-05,2372
CUB,2020-07-06,2380
CUB,2020-07-07,2395
CUB,2020-07-08,2399
CUB,2020-07-09,2403
CUB,2020-07-10,2413
CUB,2020-07-11,2420
CUB,2020-07-12,2426
CUB,2020-07-13,2428
CUB,2020-07-14,2432
CUB,2020-07-15,2438
CUB,2020-07-16,2440
CUB,2020-07-17,2444
CUB,2020-07-18,2445
CUB,2020-07-19,2446
CUB,2020-07-20,2446
CUB,2020-07-21,2449
CUB,2020-07-22,2462
CUB,2020-07-23,2466
CUB,2020-07-24,2469
CUB,2020-07-25,2478
CYP,2020-01-22,0
CYP,2020-01-23,0
CYP,2020-01-24,0
CYP,2020-01-25,0
CYP,2020-01-26,0
CYP,2020-01-27,0
CYP,2020-01-28,0
CYP,2020-01-29,0
CYP,2020-01-30,0
CYP,2020-01-31,0
CYP,2020-02-01,0
CYP,2020-02-02,0
CYP,2020-02-03,0
CYP,2020-02-04,0
CYP,2020-02-05,0
CYP,2020-02-06,0
CYP,2020-02-07,0
CYP,2020-02-08,0
CYP,2020-02-09,0
CYP,2020-02-10,0
CYP,2020-02-11,0
CYP,2020-02-12,0
CYP,2020-02-13,0
CYP,2020-02-14,0
CYP,2020-02-15,0
CYP,2020-02-16,0
CYP,2020-02-17,0
CYP,2020-02-18,0
CYP,2020-02-19,0
CYP,2020-02-20,0
CYP,2020-02-21,0
CYP,2020-02-22,0
CYP,2020-02-23,0
CYP,2020-02-24,0
CYP,2020-02-25,0
CYP,2020-02-26,0
CYP,2020-02-27,0
CYP,2020-02-28,0
CYP,2020-02-29,0
CYP,2020-03-01,0
CYP,2020-03-02,0
CYP,2020-03-03,0
CYP,2020-03-04,0
CYP,2020-03-05,0
CYP,2020-03-06,0
CYP,2020-03-07,0
CYP,2020-03-08,0
CYP,2020-03-09,2
CYP,2020-03-10,3
CYP,2020-03-11,6
CYP,2020-03-12,6
CYP,2020-03-13,14
CYP,2020-03-14,26
CYP,2020-03-15,26
CYP,2020-03-16,33
CYP,2020-03-17,46
CYP,2020-03-18,49
CYP,2020-03-19,67
CYP,2020-03-20,67
CYP,2020-03-21,84
CYP,2020-03-22,95
CYP,2020-03-23,116
CYP,2020-03-24,124
CYP,2020-03-25,132
CYP,2020-03-26,146
CYP,2020-03-27,162
CYP,2020-03-28,179
CYP,2020-03-29,214
CYP,2020-03-30,230
CYP,2020-03-31,262
CYP,2020-04-01,320
CYP,2020-04-02,356
CYP,2020-04-03,396
CYP,2020-04-04,426
CYP,2020-04-05,446
CYP,2020-04-06,465
CYP,2020-04-07,494
CYP,2020-04-08,526
CYP,2020-04-09,564
CYP,2020-04-10,595
CYP,2020-04-11,616
CYP,2020-04-12,633
CYP,2020-04-13,662
CYP,2020-04-14,695
CYP,2020-04-15,715
CYP,2020-04-16,735
CYP,2020-04-17,750
CYP,2020-04-18,761
CYP,2020-04-19,767
CYP,2020-04-20,772
CYP,2020-04-21,784
CYP,2020-04-22,790
CYP,2020-04-23,795
CYP,2020-04-24,804
CYP,2020-04-25,810
CYP,2020-04-26,817
CYP,2020-04-27,822
CYP,2020-04-28,837
CYP,2020-04-29,843
CYP,2020-04-30,850
CYP,2020-05-01,857
CYP,2020-05-02,864
CYP,2020-05-03,872
CYP,2020-05-04,874
CYP,2020-05-05,878
CYP,2020-05-06,883
CYP,2020-05-07,889
CYP,2020-05-08,891
CYP,2020-05-09,892
CYP,2020-05-10,898
CYP,2020-05-11,901
CYP,2020-05-12,903
CYP,2020-05-13,905
CYP,2020-05-14,907
CYP,2020-05-15,910
CYP,2020-05-16,914
CYP,2020-05-17,916
CYP,2020-05-18,917
CYP,2020-05-19,918
CYP,2020-05-20,922
CYP,2020-05-21,923
CYP,2020-05-22,927
CYP,2020-05-23,927
CYP,2020-05-24,935
CYP,2020-05-25,937
CYP,2020-05-26,939
CYP,2020-05-27,939
CYP,2020-05-28,941
CYP,2020-05-29,942
CYP,2020-05-30,944
CYP,2020-05-31,944
CYP,2020-06-01,949
CYP,2020-06-02,952
CYP,2020-06-03,958
CYP,2020-06-04,958
CYP,2020-06-05,960
CYP,2020-06-06,960
CYP,2020-06-07,964
CYP,2020-06-08,970
CYP,2020-06-09,972
CYP,2020-06-10,974
CYP,2020-06-11,975
CYP,2020-06-12,980
CYP,2020-06-13,980
CYP,2020-06-14,983
CYP,2020-06-15,985
CYP,2020-06-16,985
CYP,2020-06-17,985
CYP,2020-06-18,985
CYP,2020-06-19,985
CYP,2020-06-20,985
CYP,2020-06-21,986
CYP,2020-06-22,988
CYP,2020-06-23,990
CYP,2020-06-24,991
CYP,2020-06-25,992
CYP,2020-06-26,992
CYP,2020-06-27,994
CYP,2020-06-28,994
CYP,2020-06-29,996
CYP,2020-06-30,998
CYP,2020-07-01,999
CYP,2020-07-02,999
CYP,2020-07-03,999
CYP,2020-07-04,1002
CYP,2020-07-05,1003
CYP,2020-07-06,1004
CYP,2020-07-07,1005
CYP,2020-07-08,1008
CYP,2020-07-09,1010
CYP,2020-07-10,1013
CYP,2020-07-11,1014
CYP,2020-07-12,1021
CYP,2020-07-13,1022
CYP,2020-07-14,1023
CYP,2020-07-15,1025
CYP,2020-07-16,1031
CYP,2020-07-17,1033
CYP,2020-07-18,1037
CYP,2020-07-19,1038
CYP,2020-07-20,1038
CYP,2020-07-21,1040
CYP,2020-07-22,1040
CYP,2020-07-23,1045
CYP,2020-07-24,1047
CYP,2020-07-25,1053
CZE,2020-01-22,0
CZE,2020-01-23,0
CZE,2020-01-24,0
CZE,2020-01-25,0
CZE,2020-01-26,0
CZE,2020-01-27,0
CZE,2020-01-28,0
CZE,2020-01-29,0
CZE,2020-01-30,0
CZE,2020-01-31,0
CZE,2020-02-01,0
CZE,2020-02-02,0
CZE,2020-02-03,0
CZE,2020-02-04,0
CZE,2020-02-05,0
CZE,2020-02-06,0
CZE,2020-02-07,0
CZE,2020-02-08,0
CZE,2020-02-09,0
CZE,2020-02-10,0
CZE,2020-02-11,0
CZE,2020-02-12,0
CZE,2020-02-13,0
CZE,2020-02-14,0
CZE,2020-02-15,0
CZE,2020-02-16,0
CZE,2020-02-17,0
CZE,2020-02-18,0
CZE,2020-02-19,0
CZE,2020-02-20,0
CZE,2020-02-21,0
CZE,2020-02-22,0
CZE,2020-02-23,0
CZE,2020-02-24,0
CZE,2020-02-25,0
CZE,2020-02-26,0
CZE,2020-02-27,0
CZE,2020-02-28,0
CZE,2020-02-29,0
CZE,2020-03-01,3
CZE,2020-03-02,3
CZE,2020-03-03,5
CZE,2020-03-04,8
CZE,2020-03-05,12
CZE,2020-03-06,18
CZE,2020-03-07,19
CZE,2020-03-08,31
CZE,2020-03-09,31
CZE,2020-03-10,41
CZE,2020-03-11,91
CZE,2020-03-12,94
CZE,2020-03-13,141
CZE,2020-03-14,189
CZE,2020-03-15,253
CZE,2020-03-16,298
CZE,2020-03-17,396
CZE,2020-03-18,464
CZE,2020-03-19,694
CZE,2020-03-20,833
CZE,2020-03-21,995
CZE,2020-03-22,1120
CZE,2020-03-23,1236
CZE,2020-03-24,1394
CZE,2020-03-25,1654
CZE,2020-03-26,1925
CZE,2020-03-27,2279
CZE,2020-03-28,2631
CZE,2020-03-29,2817
CZE,2020-03-30,3001
CZE,2020-03-31,3308
CZE,2020-04-01,3508
CZE,2020-04-02,3858
CZE,2020-04-03,4091
CZE,2020-04-04,4472
CZE,2020-04-05,4587
CZE,2020-04-06,4822
CZE,2020-04-07,5017
CZE,2020-04-08,5312
CZE,2020-04-09,5569
CZE,2020-04-10,5732
CZE,2020-04-11,5831
CZE,2020-04-12,5991
CZE,2020-04-13,6059
CZE,2020-04-14,6111
CZE,2020-04-15,6216
CZE,2020-04-16,6433
CZE,2020-04-17,6549
CZE,2020-04-18,6606
CZE,2020-04-19,6746
CZE,2020-04-20,6900
CZE,2020-04-21,7033
CZE,2020-04-22,7132
CZE,2020-04-23,7187
CZE,2020-04-24,7273
CZE,2020-04-25,7352
CZE,2020-04-26,7404
CZE,2020-04-27,7445
CZE,2020-04-28,7504
CZE,2020-04-29,7579
CZE,2020-04-30,7682
CZE,2020-05-01,7737
CZE,2020-05-02,7755
CZE,2020-05-03,7781
CZE,2020-05-04,7819
CZE,2020-05-05,7896
CZE,2020-05-06,7974
CZE,2020-05-07,8031
CZE,2020-05-08,8077
CZE,2020-05-09,8095
CZE,2020-05-10,8123
CZE,2020-05-11,8176
CZE,2020-05-12,8221
CZE,2020-05-13,8269
CZE,2020-05-14,8351
CZE,2020-05-15,8406
CZE,2020-05-16,8455
CZE,2020-05-17,8475
CZE,2020-05-18,8586
CZE,2020-05-19,8647
CZE,2020-05-20,8721
CZE,2020-05-21,8754
CZE,2020-05-22,8813
CZE,2020-05-23,8890
CZE,2020-05-24,8955
CZE,2020-05-25,9002
CZE,2020-05-26,9050
CZE,2020-05-27,9086
CZE,2020-05-28,9140
CZE,2020-05-29,9196
CZE,2020-05-30,9230
CZE,2020-05-31,9268
CZE,2020-06-01,9302
CZE,2020-06-02,9364
CZE,2020-06-03,9438
CZE,2020-06-04,9494
CZE,2020-06-05,9529
CZE,2020-06-06,9567
CZE,2020-06-07,9628
CZE,2020-06-08,9697
CZE,2020-06-09,9751
CZE,2020-06-10,9824
CZE,2020-06-11,9855
CZE,2020-06-12,9938
CZE,2020-06-13,9991
CZE,2020-06-14,10024
CZE,2020-06-15,10064
CZE,2020-06-16,10111
CZE,2020-06-17,10162
CZE,2020-06-18,10280
CZE,2020-06-19,10406
CZE,2020-06-20,10448
CZE,2020-06-21,10498
CZE,2020-06-22,10523
CZE,2020-06-23,10650
CZE,2020-06-24,10777
CZE,2020-06-25,10870
CZE,2020-06-26,11038
CZE,2020-06-27,11298
CZE,2020-06-28,11603
CZE,2020-06-29,11805
CZE,2020-06-30,11954
CZE,2020-07-01,12046
CZE,2020-07-02,12178
CZE,2020-07-03,12319
CZE,2020-07-04,12440
CZE,2020-07-05,12515
CZE,2020-07-06,12566
CZE,2020-07-07,12685
CZE,2020-07-08,12814
CZE,2020-07-09,12919
CZE,2020-07-10,13001
CZE,2020-07-11,13115
CZE,2020-07-12,13174
CZE,2020-07-13,13238
CZE,2020-07-14,13341
CZE,2020-07-15,13475
CZE,2020-07-16,13612
CZE,2020-07-17,13742
CZE,2020-07-18,13855
CZE,2020-07-19,13945
CZE,2020-07-20,14098
CZE,2020-07-21,14324
CZE,2020-07-22,14570
CZE,2020-07-23,14800
CZE,2020-07-24,15081
CZE,2020-07-25,15212
DEU,2020-01-22,0
DEU,2020-01-23,0
DEU,2020-01-24,0
DEU,2020-01-25,0
DEU,2020-01-26,0
DEU,2020-01-27,1
DEU,2020-01-28,4
DEU,2020-01-29,4
DEU,2020-01-30,4
DEU,2020-01-31,5
DEU,2020-02-01,8
DEU,2020-02-02,10
DEU,2020-02-03,12
DEU,2020-02-04,12
DEU,2020-02-05,12
DEU,2020-02-06,12
DEU,2020-02-07,13
DEU,2020-02-08,13
DEU,2020-02-09,14
DEU,2020-02-10,14
DEU,2020-02-11,16
DEU,2020-02-12,16
DEU,2020-02-13,16
DEU,2020-02-14,16
DEU,2020-02-15,16
DEU,2020-02-16,16
DEU,2020-02-17,16
DEU,2020-02-18,16
DEU,2020-02-19,16
DEU,2020-02-20,16
DEU,2020-02-21,16
DEU,2020-02-22,16
DEU,2020-02-23,16
DEU,2020-02-24,16
DEU,2020-02-25,17
DEU,2020-02-26,27
DEU,2020-02-27,46
DEU,2020-02-28,48
DEU,2020-02-29,79
DEU,2020-03-01,130
DEU,2020-03-02,159
DEU,2020-03-03,196
DEU,2020-03-04,262
DEU,2020-03-05,482
DEU,2020-03-06,670
DEU,2020-03-07,799
DEU,2020-03-08,1040
DEU,2020-03-09,1176
DEU,2020-03-10,1457
DEU,2020-03-11,1908
DEU,2020-03-12,2078
DEU,2020-03-13,3675
DEU,2020-03-14,4585
DEU,2020-03-15,5795
DEU,2020-03-16,7272
DEU,2020-03-17,9257
DEU,2020-03-18,12327
DEU,2020-03-19,15320
DEU,2020-03-20,19848
DEU,2020-03-21,22213
DEU,2020-03-22,24873
DEU,2020-03-23,29056
DEU,2020-03-24,32986
DEU,2020-03-25,37323
DEU,2020-03-26,43938
DEU,2020-03-27,50871
DEU,2020-03-28,57695
DEU,2020-03-29,62095
DEU,2020-03-30,66885
DEU,2020-03-31,71808
DEU,2020-04-01,77872
DEU,2020-04-02,84794
DEU,2020-04-03,91159
DEU,2020-04-04,96092
DEU,2020-04-05,100123
DEU,2020-04-06,103374
DEU,2020-04-07,107663
DEU,2020-04-08,113296
DEU,2020-04-09,118181
DEU,2020-04-10,122171
DEU,2020-04-11,124908
DEU,2020-04-12,127854
DEU,2020-04-13,130072
DEU,2020-04-14,131359
DEU,2020-04-15,134753
DEU,2020-04-16,137698
DEU,2020-04-17,141397
DEU,2020-04-18,143342
DEU,2020-04-19,145184
DEU,2020-04-20,147065
DEU,2020-04-21,148291
DEU,2020-04-22,150648
DEU,2020-04-23,153129
DEU,2020-04-24,154999
DEU,2020-04-25,156513
DEU,2020-04-26,157770
DEU,2020-04-27,158758
DEU,2020-04-28,159912
DEU,2020-04-29,161539
DEU,2020-04-30,163009
DEU,2020-05-01,164077
DEU,2020-05-02,164967
DEU,2020-05-03,165664
DEU,2020-05-04,166152
DEU,2020-05-05,167007
DEU,2020-05-06,168162
DEU,2020-05-07,169430
DEU,2020-05-08,170588
DEU,2020-05-09,171324
DEU,2020-05-10,171879
DEU,2020-05-11,172576
DEU,2020-05-12,173171
DEU,2020-05-13,174098
DEU,2020-05-14,174478
DEU,2020-05-15,175233
DEU,2020-05-16,175752
DEU,2020-05-17,176369
DEU,2020-05-18,176551
DEU,2020-05-19,177778
DEU,2020-05-20,178473
DEU,2020-05-21,179021
DEU,2020-05-22,179710
DEU,2020-05-23,179986
DEU,2020-05-24,180328
DEU,2020-05-25,180600
DEU,2020-05-26,181200
DEU,2020-05-27,181524
DEU,2020-05-28,182196
DEU,2020-05-29,182922
DEU,2020-05-30,183189
DEU,2020-05-31,183410
