iso_code,country,date,yougov_support_quarantine_any_location
TWN,Taiwan,2021-07-29,41.0
TWN,Taiwan,2021-08-12,37.0
TWN,Taiwan,2021-08-26,33.0
TWN,Taiwan,2021-09-13,36.0
USA,United States,2020-03-02,31.0
USA,United States,2020-03-17,30.0
USA,United States,2020-03-23,34.0
USA,United States,2020-03-30,42.0
USA,United States,2020-04-06,39.0
USA,United States,2020-04-13,36.0
USA,United States,2020-04-20,35.0
USA,United States,2020-04-27,32.0
USA,United States,2020-05-06,32.0
USA,United States,2020-05-26,26.0
USA,United States,2020-06-01,26.0
USA,United States,2020-06-08,25.0
USA,United States,2020-06-15,25.0
USA,United States,2020-06-22,26.0
USA,United States,2020-07-06,25.0
USA,United States,2020-07-14,29.0
USA,United States,2020-07-20,25.0
USA,United States,2020-07-27,28.0
USA,United States,2020-08-03,25.0
USA,United States,2020-08-10,27.0
USA,United States,2020-08-17,27.0
USA,United States,2020-08-25,26.0
USA,United States,2020-09-01,24.0
USA,United States,2020-09-08,22.0
USA,United States,2020-09-14,24.0
USA,United States,2020-09-21,25.0
USA,United States,2020-09-28,24.0
USA,United States,2020-10-06,22.0
USA,United States,2020-10-12,26.0
USA,United States,2020-10-19,21.0
USA,United States,2020-10-26,25.0
USA,United States,2020-11-02,22.0
USA,United States,2020-11-09,23.0
USA,United States,2020-11-16,27.0
USA,United States,2020-11-25,24.0
USA,United States,2020-12-02,25.0
USA,United States,2020-12-14,22.0
USA,United States,2020-12-22,25.0
USA,United States,2021-01-11,21.0
USA,United States,2021-01-20,23.0
USA,United States,2021-01-26,25.0
USA,United States,2021-02-03,26.0
USA,United States,2021-02-09,22.0
USA,United States,2021-02-17,20.0
USA,United States,2021-02-23,18.0
USA,United States,2021-03-01,22.0
USA,United States,2021-03-08,22.0
USA,United States,2021-03-16,19.0
USA,United States,2021-03-22,21.0
USA,United States,2021-03-31,21.0
USA,United States,2021-04-05,17.0
USA,United States,2021-04-12,20.0
USA,United States,2021-05-02,19.0
USA,United States,2021-05-10,18.0
USA,United States,2021-05-18,17.0
USA,United States,2021-05-24,18.0
USA,United States,2021-05-31,16.0
USA,United States,2021-06-07,17.0
USA,United States,2021-06-14,17.0
USA,United States,2021-06-22,16.0
USA,United States,2021-07-07,18.0
USA,United States,2021-07-12,17.0
USA,United States,2021-07-19,15.0
USA,United States,2021-07-26,18.0
USA,United States,2021-08-02,20.0
USA,United States,2021-08-09,17.0
USA,United States,2021-08-13,15.0
VNM,Vietnam,2020-03-30,76.0
VNM,Vietnam,2020-04-06,76.0
VNM,Vietnam,2020-04-13,80.0
VNM,Vietnam,2020-04-20,80.0
VNM,Vietnam,2020-04-27,81.0
VNM,Vietnam,2020-05-04,78.0
VNM,Vietnam,2020-05-25,73.0
VNM,Vietnam,2020-06-08,71.0
VNM,Vietnam,2020-06-22,70.0
VNM,Vietnam,2020-07-06,71.0
VNM,Vietnam,2020-08-03,76.0
VNM,Vietnam,2020-08-17,77.0
VNM,Vietnam,2020-08-31,72.0
VNM,Vietnam,2020-09-14,72.0
VNM,Vietnam,2020-09-28,73.0
VNM,Vietnam,2020-10-12,71.0
VNM,Vietnam,2020-10-26,73.0
VNM,Vietnam,2020-11-09,70.0
VNM,Vietnam,2020-11-23,74.0
VNM,Vietnam,2020-12-07,77.0
VNM,Vietnam,2020-12-21,76.0
VNM,Vietnam,2021-01-04,74.0
VNM,Vietnam,2021-01-18,73.0
VNM,Vietnam,2021-02-01,76.0
VNM,Vietnam,2021-02-15,74.0
VNM,Vietnam,2021-03-01,67.0
VNM,Vietnam,2021-03-15,73.0
VNM,Vietnam,2021-03-29,72.0
VNM,Vietnam,2021-04-13,67.0
VNM,Vietnam,2021-04-26,71.0
VNM,Vietnam,2021-05-10,73.0
VNM,Vietnam,2021-05-24,75.0
VNM,Vietnam,2021-06-07,74.0
VNM,Vietnam,2021-06-21,73.0
VNM,Vietnam,2021-07-05,75.0
VNM,Vietnam,2021-07-19,71.0
VNM,Vietnam,2021-07-29,71.0
VNM,Vietnam,2021-08-12,76.0
VNM,Vietnam,2021-08-26,73.0
VNM,Vietnam,2021-09-13,71.0
