country,date,owid-stringency_index
ABW,2020-05-31,38.89
ABW,2020-06-01,38.89
ABW,2020-06-02,38.89
ABW,2020-06-03,38.89
ABW,2020-06-04,38.89
ABW,2020-06-05,38.89
ABW,2020-06-06,38.89
ABW,2020-06-07,38.89
ABW,2020-06-08,38.89
ABW,2020-06-09,38.89
ABW,2020-06-10,32.41
ABW,2020-06-11,32.41
ABW,2020-06-12,32.41
ABW,2020-06-13,32.41
ABW,2020-06-14,32.41
ABW,2020-06-15,32.41
ABW,2020-06-16,32.41
ABW,2020-06-17,32.41
ABW,2020-06-18,32.41
ABW,2020-06-19,32.41
ABW,2020-06-20,32.41
ABW,2020-06-21,32.41
ABW,2020-06-22,32.41
ABW,2020-06-23,32.41
ABW,2020-06-24,32.41
ABW,2020-06-25,32.41
ABW,2020-06-26,32.41
ABW,2020-06-27,32.41
ABW,2020-06-28,32.41
ABW,2020-06-29,32.41
ABW,2020-06-30,32.41
ABW,2020-07-01,32.41
ABW,2020-07-02,32.41
ABW,2020-07-03,32.41
ABW,2020-07-04,32.41
ABW,2020-07-05,32.41
ABW,2020-07-06,32.41
ABW,2020-07-07,32.41
ABW,2020-07-08,32.41
ABW,2020-07-09,32.41
ABW,2020-07-10,32.41
ABW,2020-07-11,32.41
ABW,2020-07-12,32.41
ABW,2020-07-13,32.41
ABW,2020-07-14,32.41
ABW,2020-07-15,32.41
ABW,2020-07-16,32.41
ABW,2020-07-17,32.41
ABW,2020-07-18,32.41
ABW,2020-07-19,32.41
ABW,2020-07-20,32.41
ABW,2020-07-21,32.41
ABW,2020-07-22,32.41
ABW,2020-07-23,32.41
ABW,2020-07-24,
ABW,2020-07-25,
ABW,2020-07-26,
AFG,2019-12-31,
AFG,2020-01-01,0.0
AFG,2020-01-02,0.0
AFG,2020-01-03,0.0
AFG,2020-01-04,0.0
AFG,2020-01-05,0.0
AFG,2020-01-06,0.0
AFG,2020-01-07,0.0
AFG,2020-01-08,0.0
AFG,2020-01-09,0.0
AFG,2020-01-10,0.0
AFG,2020-01-11,0.0
AFG,2020-01-12,0.0
AFG,2020-01-13,0.0
AFG,2020-01-14,0.0
AFG,2020-01-15,0.0
AFG,2020-01-16,0.0
AFG,2020-01-17,0.0
AFG,2020-01-18,0.0
AFG,2020-01-19,0.0
AFG,2020-01-20,0.0
AFG,2020-01-21,0.0
AFG,2020-01-22,0.0
AFG,2020-01-23,0.0
AFG,2020-01-24,0.0
AFG,2020-01-25,0.0
AFG,2020-01-26,0.0
AFG,2020-01-27,0.0
AFG,2020-01-28,0.0
AFG,2020-01-29,0.0
AFG,2020-01-30,0.0
AFG,2020-01-31,0.0
AFG,2020-02-01,0.0
AFG,2020-02-02,0.0
AFG,2020-02-03,0.0
AFG,2020-02-04,0.0
AFG,2020-02-05,0.0
AFG,2020-02-06,0.0
AFG,2020-02-07,0.0
AFG,2020-02-08,0.0
AFG,2020-02-09,0.0
AFG,2020-02-10,0.0
AFG,2020-02-11,0.0
AFG,2020-02-12,0.0
AFG,2020-02-13,0.0
AFG,2020-02-14,0.0
AFG,2020-02-15,0.0
AFG,2020-02-16,0.0
AFG,2020-02-17,0.0
AFG,2020-02-18,0.0
AFG,2020-02-19,0.0
AFG,2020-02-20,0.0
AFG,2020-02-21,0.0
AFG,2020-02-22,0.0
AFG,2020-02-23,8.33
AFG,2020-02-24,8.33
AFG,2020-02-25,8.33
AFG,2020-02-26,8.33
AFG,2020-02-27,8.33
AFG,2020-02-28,8.33
AFG,2020-02-29,8.33
AFG,2020-03-01,27.78
AFG,2020-03-02,27.78
AFG,2020-03-08,27.78
AFG,2020-03-11,27.78
AFG,2020-03-15,38.89
AFG,2020-03-16,38.89
AFG,2020-03-17,38.89
AFG,2020-03-18,41.67
AFG,2020-03-19,41.67
AFG,2020-03-20,41.67
AFG,2020-03-21,41.67
AFG,2020-03-22,41.67
AFG,2020-03-23,41.67
AFG,2020-03-24,50.93
AFG,2020-03-25,59.26
AFG,2020-03-26,59.26
AFG,2020-03-27,59.26
AFG,2020-03-28,67.59
AFG,2020-03-29,67.59
AFG,2020-03-30,67.59
AFG,2020-03-31,67.59
AFG,2020-04-01,67.59
AFG,2020-04-02,67.59
AFG,2020-04-03,67.59
AFG,2020-04-04,67.59
AFG,2020-04-05,78.7
AFG,2020-04-06,78.7
AFG,2020-04-07,78.7
AFG,2020-04-08,78.7
AFG,2020-04-09,78.7
AFG,2020-04-10,78.7
AFG,2020-04-11,78.7
AFG,2020-04-12,84.26
AFG,2020-04-13,84.26
AFG,2020-04-14,84.26
AFG,2020-04-15,84.26
AFG,2020-04-16,84.26
AFG,2020-04-17,84.26
AFG,2020-04-18,84.26
AFG,2020-04-19,84.26
AFG,2020-04-20,84.26
AFG,2020-04-21,84.26
AFG,2020-04-22,84.26
AFG,2020-04-23,84.26
AFG,2020-04-24,84.26
AFG,2020-04-25,84.26
AFG,2020-04-26,84.26
AFG,2020-04-27,84.26
AFG,2020-04-28,84.26
AFG,2020-04-29,84.26
AFG,2020-04-30,84.26
AFG,2020-05-01,84.26
AFG,2020-05-02,84.26
AFG,2020-05-03,84.26
AFG,2020-05-04,84.26
AFG,2020-05-05,84.26
AFG,2020-05-06,84.26
AFG,2020-05-07,84.26
AFG,2020-05-08,84.26
AFG,2020-05-09,84.26
AFG,2020-05-10,84.26
AFG,2020-05-11,84.26
AFG,2020-05-12,84.26
AFG,2020-05-13,84.26
AFG,2020-05-14,84.26
AFG,2020-05-15,84.26
AFG,2020-05-16,84.26
AFG,2020-05-17,84.26
AFG,2020-05-18,84.26
AFG,2020-05-19,84.26
AFG,2020-05-20,84.26
AFG,2020-05-21,84.26
AFG,2020-05-22,84.26
AFG,2020-05-23,84.26
AFG,2020-05-24,84.26
AFG,2020-05-25,84.26
AFG,2020-05-26,84.26
AFG,2020-05-27,84.26
AFG,2020-05-28,84.26
AFG,2020-05-29,84.26
AFG,2020-05-30,84.26
AFG,2020-05-31,84.26
AFG,2020-06-01,84.26
AFG,2020-06-02,84.26
AFG,2020-06-03,84.26
AFG,2020-06-04,84.26
AFG,2020-06-05,84.26
AFG,2020-06-06,84.26
AFG,2020-06-07,84.26
AFG,2020-06-08,84.26
AFG,2020-06-09,78.7
AFG,2020-06-10,78.7
AFG,2020-06-11,78.7
AFG,2020-06-12,78.7
AFG,2020-06-13,78.7
AFG,2020-06-14,78.7
AFG,2020-06-15,78.7
AFG,2020-06-16,78.7
AFG,2020-06-17,78.7
AFG,2020-06-18,78.7
AFG,2020-06-19,78.7
AFG,2020-06-20,78.7
AFG,2020-06-21,78.7
AFG,2020-06-22,78.7
AFG,2020-06-23,78.7
AFG,2020-06-24,78.7
AFG,2020-06-25,78.7
AFG,2020-06-26,78.7
AFG,2020-06-27,78.7
AFG,2020-06-28,78.7
AFG,2020-06-29,78.7
AFG,2020-06-30,78.7
AFG,2020-07-01,78.7
AFG,2020-07-02,78.7
AFG,2020-07-03,78.7
AFG,2020-07-04,78.7
AFG,2020-07-05,78.7
AFG,2020-07-06,78.7
AFG,2020-07-07,78.7
AFG,2020-07-08,78.7
AFG,2020-07-09,78.7
AFG,2020-07-10,78.7
AFG,2020-07-11,78.7
AFG,2020-07-12,78.7
AFG,2020-07-13,78.7
AFG,2020-07-14,78.7
AFG,2020-07-15,78.7
AFG,2020-07-16,78.7
AFG,2020-07-17,78.7
AFG,2020-07-18,78.7
AFG,2020-07-19,78.7
AFG,2020-07-20,78.7
AFG,2020-07-21,78.7
AFG,2020-07-22,78.7
AFG,2020-07-23,78.7
AFG,2020-07-24,
AFG,2020-07-25,
AFG,2020-07-26,
AGO,2020-03-22,11.11
AGO,2020-03-23,11.11
AGO,2020-03-24,33.33
AGO,2020-03-25,33.33
AGO,2020-03-26,33.33
AGO,2020-03-27,90.74
AGO,2020-03-28,90.74
AGO,2020-03-29,90.74
AGO,2020-03-30,90.74
AGO,2020-03-31,90.74
AGO,2020-04-01,90.74
AGO,2020-04-02,90.74
AGO,2020-04-03,90.74
AGO,2020-04-04,90.74
AGO,2020-04-05,90.74
AGO,2020-04-06,90.74
AGO,2020-04-07,90.74
AGO,2020-04-08,90.74
AGO,2020-04-09,90.74
AGO,2020-04-10,90.74
AGO,2020-04-11,90.74
AGO,2020-04-12,90.74
AGO,2020-04-13,90.74
AGO,2020-04-14,90.74
AGO,2020-04-15,90.74
AGO,2020-04-16,90.74
AGO,2020-04-17,90.74
AGO,2020-04-18,90.74
AGO,2020-04-19,90.74
AGO,2020-04-20,90.74
AGO,2020-04-21,90.74
AGO,2020-04-22,90.74
AGO,2020-04-23,78.7
AGO,2020-04-24,78.7
AGO,2020-04-25,78.7
AGO,2020-04-26,78.7
AGO,2020-04-27,78.7
AGO,2020-04-28,78.7
AGO,2020-04-29,78.7
AGO,2020-04-30,78.7
AGO,2020-05-01,78.7
AGO,2020-05-02,78.7
AGO,2020-05-03,78.7
AGO,2020-05-04,78.7
AGO,2020-05-05,78.7
AGO,2020-05-06,78.7
AGO,2020-05-07,78.7
AGO,2020-05-08,75.93
AGO,2020-05-09,75.93
AGO,2020-05-10,75.93
AGO,2020-05-11,75.93
AGO,2020-05-12,75.93
AGO,2020-05-13,75.93
AGO,2020-05-14,75.93
AGO,2020-05-15,75.93
AGO,2020-05-16,75.93
AGO,2020-05-17,81.48
AGO,2020-05-18,81.48
AGO,2020-05-19,81.48
AGO,2020-05-20,81.48
AGO,2020-05-21,81.48
AGO,2020-05-22,81.48
AGO,2020-05-23,81.48
AGO,2020-05-24,81.48
AGO,2020-05-25,81.48
AGO,2020-05-26,77.78
AGO,2020-05-27,77.78
AGO,2020-05-28,77.78
AGO,2020-05-29,77.78
AGO,2020-05-30,77.78
AGO,2020-05-31,77.78
AGO,2020-06-01,77.78
AGO,2020-06-02,77.78
AGO,2020-06-03,77.78
AGO,2020-06-04,77.78
AGO,2020-06-05,77.78
AGO,2020-06-06,77.78
AGO,2020-06-07,77.78
AGO,2020-06-08,75.93
AGO,2020-06-09,75.93
AGO,2020-06-10,75.93
AGO,2020-06-11,75.93
AGO,2020-06-12,75.93
AGO,2020-06-13,75.93
AGO,2020-06-14,75.93
AGO,2020-06-15,75.93
AGO,2020-06-16,75.93
AGO,2020-06-17,75.93
AGO,2020-06-18,75.93
AGO,2020-06-19,75.93
AGO,2020-06-20,75.93
AGO,2020-06-21,75.93
AGO,2020-06-22,75.93
AGO,2020-06-23,75.93
AGO,2020-06-24,75.93
AGO,2020-06-25,75.93
AGO,2020-06-26,75.93
AGO,2020-06-27,75.93
AGO,2020-06-28,75.93
AGO,2020-06-29,75.93
AGO,2020-06-30,75.93
AGO,2020-07-01,75.93
AGO,2020-07-02,75.93
AGO,2020-07-03,75.93
AGO,2020-07-04,75.93
AGO,2020-07-05,75.93
AGO,2020-07-06,75.93
AGO,2020-07-07,75.93
AGO,2020-07-08,75.93
AGO,2020-07-09,76.39
AGO,2020-07-10,76.39
AGO,2020-07-11,76.39
AGO,2020-07-12,76.39
AGO,2020-07-13,76.39
AGO,2020-07-14,76.39
AGO,2020-07-15,76.39
AGO,2020-07-16,76.39
AGO,2020-07-17,76.39
AGO,2020-07-18,76.39
AGO,2020-07-19,76.39
AGO,2020-07-20,
AGO,2020-07-21,
AGO,2020-07-22,
AGO,2020-07-23,
AGO,2020-07-24,
AGO,2020-07-25,
AGO,2020-07-26,
AIA,2020-03-27,
AIA,2020-03-28,
AIA,2020-03-29,
AIA,2020-03-30,
AIA,2020-03-31,
AIA,2020-04-01,
AIA,2020-04-02,
AIA,2020-04-03,
AIA,2020-04-04,
AIA,2020-04-05,
AIA,2020-04-06,
AIA,2020-04-07,
AIA,2020-04-08,
AIA,2020-04-09,
AIA,2020-04-10,
AIA,2020-04-11,
AIA,2020-04-12,
AIA,2020-04-13,
AIA,2020-04-14,
AIA,2020-04-15,
AIA,2020-04-16,
AIA,2020-04-17,
AIA,2020-04-18,
AIA,2020-04-19,
AIA,2020-04-20,
AIA,2020-04-21,
AIA,2020-04-22,
AIA,2020-04-23,
AIA,2020-04-24,
AIA,2020-04-25,
AIA,2020-04-26,
AIA,2020-04-27,
AIA,2020-04-28,
AIA,2020-04-29,
AIA,2020-04-30,
AIA,2020-05-01,
AIA,2020-05-02,
AIA,2020-05-03,
AIA,2020-05-04,
AIA,2020-05-05,
AIA,2020-05-06,
AIA,2020-05-07,
AIA,2020-05-08,
AIA,2020-05-09,
AIA,2020-05-10,
AIA,2020-05-11,
AIA,2020-05-12,
AIA,2020-05-13,
AIA,2020-05-14,
AIA,2020-05-15,
AIA,2020-05-16,
AIA,2020-05-17,
AIA,2020-05-18,
AIA,2020-05-19,
AIA,2020-05-20,
AIA,2020-05-21,
AIA,2020-05-22,
AIA,2020-05-23,
AIA,2020-05-24,
AIA,2020-05-25,
AIA,2020-05-26,
AIA,2020-05-27,
AIA,2020-05-28,
AIA,2020-05-29,
AIA,2020-05-30,
AIA,2020-05-31,
AIA,2020-06-01,
AIA,2020-06-02,
AIA,2020-06-03,
AIA,2020-06-04,
AIA,2020-06-05,
AIA,2020-06-06,
AIA,2020-06-07,
AIA,2020-06-08,
AIA,2020-06-09,
AIA,2020-06-10,
AIA,2020-06-11,
AIA,2020-06-12,
AIA,2020-06-13,
AIA,2020-06-14,
AIA,2020-06-15,
AIA,2020-06-16,
AIA,2020-06-17,
AIA,2020-06-18,
AIA,2020-06-19,
AIA,2020-06-20,
AIA,2020-06-21,
AIA,2020-06-22,
AIA,2020-06-23,
AIA,2020-06-24,
AIA,2020-06-25,
AIA,2020-06-26,
AIA,2020-06-27,
AIA,2020-06-28,
AIA,2020-06-29,
AIA,2020-06-30,
AIA,2020-07-01,
AIA,2020-07-02,
AIA,2020-07-03,
AIA,2020-07-04,
AIA,2020-07-05,
AIA,2020-07-06,
AIA,2020-07-07,
AIA,2020-07-08,
AIA,2020-07-09,
AIA,2020-07-10,
AIA,2020-07-11,
AIA,2020-07-12,
AIA,2020-07-13,
AIA,2020-07-14,
AIA,2020-07-15,
AIA,2020-07-16,
AIA,2020-07-17,
AIA,2020-07-18,
AIA,2020-07-19,
AIA,2020-07-20,
AIA,2020-07-21,
AIA,2020-07-22,
AIA,2020-07-23,
AIA,2020-07-24,
AIA,2020-07-25,
AIA,2020-07-26,
ALB,2020-03-09,36.11
ALB,2020-03-10,41.67
ALB,2020-03-11,51.85
ALB,2020-03-12,51.85
ALB,2020-03-13,78.7
ALB,2020-03-14,78.7
ALB,2020-03-15,81.48
ALB,2020-03-16,81.48
ALB,2020-03-17,81.48
ALB,2020-03-18,81.48
ALB,2020-03-19,81.48
ALB,2020-03-20,81.48
ALB,2020-03-21,81.48
ALB,2020-03-22,81.48
ALB,2020-03-23,84.26
ALB,2020-03-24,84.26
ALB,2020-03-25,84.26
ALB,2020-03-26,84.26
ALB,2020-03-27,84.26
ALB,2020-03-28,84.26
ALB,2020-03-29,84.26
ALB,2020-03-30,84.26
ALB,2020-03-31,84.26
ALB,2020-04-01,84.26
ALB,2020-04-02,84.26
ALB,2020-04-03,84.26
ALB,2020-04-04,84.26
ALB,2020-04-05,84.26
ALB,2020-04-06,84.26
ALB,2020-04-07,84.26
ALB,2020-04-08,84.26
ALB,2020-04-09,84.26
ALB,2020-04-10,84.26
ALB,2020-04-11,84.26
ALB,2020-04-12,84.26
ALB,2020-04-13,84.26
ALB,2020-04-14,84.26
ALB,2020-04-15,84.26
ALB,2020-04-16,84.26
ALB,2020-04-17,84.26
ALB,2020-04-18,89.81
ALB,2020-04-19,89.81
ALB,2020-04-20,89.81
ALB,2020-04-21,89.81
ALB,2020-04-22,89.81
ALB,2020-04-23,89.81
ALB,2020-04-24,89.81
ALB,2020-04-25,89.81
ALB,2020-04-26,89.81
ALB,2020-04-27,89.81
ALB,2020-04-28,89.81
ALB,2020-04-29,89.81
ALB,2020-04-30,89.81
ALB,2020-05-01,89.81
ALB,2020-05-02,89.81
ALB,2020-05-03,89.81
ALB,2020-05-04,89.81
ALB,2020-05-05,89.81
ALB,2020-05-06,89.81
ALB,2020-05-07,89.81
ALB,2020-05-08,89.81
ALB,2020-05-09,89.81
ALB,2020-05-10,89.81
ALB,2020-05-11,89.81
ALB,2020-05-12,89.81
ALB,2020-05-13,89.81
ALB,2020-05-14,89.81
ALB,2020-05-15,89.81
ALB,2020-05-16,89.81
ALB,2020-05-17,89.81
ALB,2020-05-18,83.33
ALB,2020-05-19,83.33
ALB,2020-05-20,83.33
ALB,2020-05-21,83.33
ALB,2020-05-22,83.33
ALB,2020-05-23,83.33
ALB,2020-05-24,83.33
ALB,2020-05-25,83.33
ALB,2020-05-26,86.11
ALB,2020-05-27,86.11
ALB,2020-05-28,86.11
ALB,2020-05-29,86.11
ALB,2020-05-30,86.11
ALB,2020-05-31,86.11
ALB,2020-06-01,67.59
ALB,2020-06-02,67.59
ALB,2020-06-03,67.59
ALB,2020-06-04,67.59
ALB,2020-06-05,67.59
ALB,2020-06-06,67.59
ALB,2020-06-07,67.59
ALB,2020-06-08,67.59
ALB,2020-06-09,67.59
ALB,2020-06-10,67.59
ALB,2020-06-11,67.59
ALB,2020-06-12,67.59
ALB,2020-06-13,67.59
ALB,2020-06-14,67.59
ALB,2020-06-15,67.59
ALB,2020-06-16,67.59
ALB,2020-06-17,67.59
ALB,2020-06-18,67.59
ALB,2020-06-19,67.59
ALB,2020-06-20,67.59
ALB,2020-06-21,67.59
ALB,2020-06-22,64.81
ALB,2020-06-23,64.81
ALB,2020-06-24,64.81
ALB,2020-06-25,64.81
ALB,2020-06-26,64.81
ALB,2020-06-27,64.81
ALB,2020-06-28,64.81
ALB,2020-06-29,64.81
ALB,2020-06-30,64.81
ALB,2020-07-01,64.81
ALB,2020-07-02,64.81
ALB,2020-07-03,64.81
ALB,2020-07-04,64.81
ALB,2020-07-05,64.81
ALB,2020-07-06,59.26
ALB,2020-07-07,59.26
ALB,2020-07-08,59.26
ALB,2020-07-09,59.26
ALB,2020-07-10,59.26
ALB,2020-07-11,59.26
ALB,2020-07-12,59.26
ALB,2020-07-13,59.26
ALB,2020-07-14,59.26
ALB,2020-07-15,59.26
ALB,2020-07-16,
ALB,2020-07-17,
ALB,2020-07-18,
ALB,2020-07-19,
ALB,2020-07-20,
ALB,2020-07-21,
ALB,2020-07-22,
ALB,2020-07-23,
ALB,2020-07-24,
ALB,2020-07-25,
ALB,2020-07-26,
AND,2020-03-03,0.0
AND,2020-03-14,20.37
AND,2020-03-16,31.48
AND,2020-03-17,31.48
AND,2020-03-18,31.48
AND,2020-03-19,31.48
AND,2020-03-20,31.48
AND,2020-03-21,31.48
AND,2020-03-22,31.48
AND,2020-03-23,31.48
AND,2020-03-24,31.48
AND,2020-03-25,48.15
AND,2020-03-26,48.15
AND,2020-03-27,48.15
AND,2020-03-28,48.15
AND,2020-03-29,48.15
AND,2020-03-30,48.15
AND,2020-03-31,48.15
AND,2020-04-01,48.15
AND,2020-04-02,48.15
AND,2020-04-03,48.15
AND,2020-04-04,48.15
AND,2020-04-05,48.15
AND,2020-04-06,48.15
AND,2020-04-07,48.15
AND,2020-04-08,56.48
AND,2020-04-09,56.48
AND,2020-04-10,56.48
AND,2020-04-11,56.48
AND,2020-04-12,56.48
AND,2020-04-13,56.48
AND,2020-04-14,56.48
AND,2020-04-15,56.48
AND,2020-04-16,56.48
AND,2020-04-17,56.48
AND,2020-04-18,56.48
AND,2020-04-19,56.48
AND,2020-04-20,52.78
AND,2020-04-21,52.78
AND,2020-04-22,52.78
AND,2020-04-23,52.78
AND,2020-04-24,52.78
AND,2020-04-25,52.78
AND,2020-04-26,52.78
AND,2020-04-27,52.78
AND,2020-04-28,52.78
AND,2020-04-29,52.78
AND,2020-04-30,52.78
AND,2020-05-01,52.78
AND,2020-05-02,52.78
AND,2020-05-03,52.78
AND,2020-05-04,52.78
AND,2020-05-05,52.78
AND,2020-05-06,52.78
AND,2020-05-07,52.78
AND,2020-05-08,52.78
AND,2020-05-09,52.78
AND,2020-05-10,52.78
AND,2020-05-11,50.0
AND,2020-05-12,50.0
AND,2020-05-13,50.0
AND,2020-05-14,50.0
AND,2020-05-15,50.0
AND,2020-05-16,50.0
AND,2020-05-17,50.0
AND,2020-05-18,50.0
AND,2020-05-19,50.0
AND,2020-05-20,50.0
AND,2020-05-21,50.0
AND,2020-05-22,50.0
AND,2020-05-23,50.0
AND,2020-05-24,50.0
AND,2020-05-25,50.0
AND,2020-05-26,50.0
AND,2020-05-27,50.0
AND,2020-05-28,50.0
AND,2020-05-29,50.0
AND,2020-05-30,50.0
AND,2020-05-31,50.0
AND,2020-06-01,50.0
AND,2020-06-02,38.89
AND,2020-06-03,38.89
AND,2020-06-04,38.89
AND,2020-06-05,38.89
AND,2020-06-06,38.89
AND,2020-06-07,38.89
AND,2020-06-08,38.89
AND,2020-06-09,38.89
AND,2020-06-10,38.89
AND,2020-06-11,38.89
AND,2020-06-12,38.89
AND,2020-06-13,38.89
AND,2020-06-14,38.89
AND,2020-06-15,38.89
AND,2020-06-16,38.89
AND,2020-06-17,38.89
AND,2020-06-18,38.89
AND,2020-06-19,38.89
AND,2020-06-20,38.89
AND,2020-06-21,38.89
AND,2020-06-22,38.89
AND,2020-06-23,38.89
AND,2020-06-24,38.89
AND,2020-06-25,38.89
AND,2020-06-26,38.89
AND,2020-06-27,38.89
AND,2020-06-28,38.89
AND,2020-06-29,38.89
AND,2020-06-30,38.89
AND,2020-07-01,27.78
AND,2020-07-02,27.78
AND,2020-07-03,27.78
AND,2020-07-04,27.78
AND,2020-07-05,27.78
AND,2020-07-06,27.78
AND,2020-07-07,41.67
AND,2020-07-08,41.67
AND,2020-07-09,41.67
AND,2020-07-10,41.67
AND,2020-07-11,41.67
AND,2020-07-12,41.67
AND,2020-07-13,41.67
AND,2020-07-14,41.67
AND,2020-07-15,41.67
AND,2020-07-16,41.67
AND,2020-07-17,
AND,2020-07-18,
AND,2020-07-19,
AND,2020-07-20,
AND,2020-07-21,
AND,2020-07-22,
AND,2020-07-23,
AND,2020-07-24,
AND,2020-07-25,
AND,2020-07-26,
ARE,2019-12-31,
ARE,2020-01-01,0.0
ARE,2020-01-02,0.0
ARE,2020-01-03,0.0
ARE,2020-01-04,0.0
ARE,2020-01-05,0.0
ARE,2020-01-06,0.0
ARE,2020-01-07,0.0
ARE,2020-01-08,0.0
ARE,2020-01-09,0.0
ARE,2020-01-10,0.0
ARE,2020-01-11,0.0
ARE,2020-01-12,0.0
ARE,2020-01-13,0.0
ARE,2020-01-14,0.0
ARE,2020-01-15,0.0
ARE,2020-01-16,0.0
ARE,2020-01-17,0.0
ARE,2020-01-18,0.0
ARE,2020-01-19,0.0
ARE,2020-01-20,0.0
ARE,2020-01-21,0.0
ARE,2020-01-22,0.0
ARE,2020-01-23,2.78
ARE,2020-01-24,2.78
ARE,2020-01-25,2.78
ARE,2020-01-26,2.78
ARE,2020-01-27,2.78
ARE,2020-01-28,2.78
ARE,2020-01-29,2.78
ARE,2020-01-30,2.78
ARE,2020-01-31,2.78
ARE,2020-02-01,2.78
ARE,2020-02-02,2.78
ARE,2020-02-03,2.78
ARE,2020-02-04,2.78
ARE,2020-02-05,2.78
ARE,2020-02-06,2.78
ARE,2020-02-07,2.78
ARE,2020-02-08,2.78
ARE,2020-02-09,2.78
ARE,2020-02-10,2.78
ARE,2020-02-11,2.78
ARE,2020-02-12,2.78
ARE,2020-02-13,2.78
ARE,2020-02-14,2.78
ARE,2020-02-15,2.78
ARE,2020-02-16,2.78
ARE,2020-02-17,2.78
ARE,2020-02-18,2.78
ARE,2020-02-19,2.78
ARE,2020-02-20,2.78
ARE,2020-02-21,2.78
ARE,2020-02-22,2.78
ARE,2020-02-23,2.78
ARE,2020-02-24,8.33
ARE,2020-02-25,8.33
ARE,2020-02-26,8.33
ARE,2020-02-27,8.33
ARE,2020-02-28,8.33
ARE,2020-02-29,8.33
ARE,2020-03-01,15.74
ARE,2020-03-02,15.74
ARE,2020-03-03,15.74
ARE,2020-03-04,15.74
ARE,2020-03-05,15.74
ARE,2020-03-06,15.74
ARE,2020-03-07,15.74
ARE,2020-03-08,21.3
ARE,2020-03-09,21.3
ARE,2020-03-10,21.3
ARE,2020-03-11,32.41
ARE,2020-03-12,32.41
ARE,2020-03-13,34.26
ARE,2020-03-14,34.26
ARE,2020-03-15,34.26
ARE,2020-03-16,45.37
ARE,2020-03-17,45.37
ARE,2020-03-18,45.37
ARE,2020-03-19,45.37
ARE,2020-03-20,45.37
ARE,2020-03-21,45.37
ARE,2020-03-22,45.37
ARE,2020-03-23,62.04
ARE,2020-03-24,62.04
ARE,2020-03-25,70.37
ARE,2020-03-26,73.15
ARE,2020-03-27,84.26
ARE,2020-03-28,84.26
ARE,2020-03-29,84.26
ARE,2020-03-30,84.26
ARE,2020-03-31,84.26
ARE,2020-04-01,84.26
ARE,2020-04-02,84.26
ARE,2020-04-03,84.26
ARE,2020-04-04,89.81
ARE,2020-04-05,89.81
ARE,2020-04-06,89.81
ARE,2020-04-07,89.81
ARE,2020-04-08,89.81
ARE,2020-04-09,89.81
ARE,2020-04-10,89.81
ARE,2020-04-11,89.81
ARE,2020-04-12,89.81
ARE,2020-04-13,89.81
ARE,2020-04-14,89.81
ARE,2020-04-15,89.81
ARE,2020-04-16,89.81
ARE,2020-04-17,87.04
ARE,2020-04-18,87.04
ARE,2020-04-19,87.04
ARE,2020-04-20,87.04
ARE,2020-04-21,87.04
ARE,2020-04-22,87.04
ARE,2020-04-23,87.04
ARE,2020-04-24,87.04
ARE,2020-04-25,87.04
ARE,2020-04-26,87.04
ARE,2020-04-27,87.04
ARE,2020-04-28,87.04
ARE,2020-04-29,81.48
ARE,2020-04-30,81.48
ARE,2020-05-01,81.48
