iso_code,country,date,google_mobility_change_retail_and_recreation
KWT,Kuwait,2020-05-04,-67.0
KWT,Kuwait,2020-05-05,-66.0
KWT,Kuwait,2020-05-06,-67.0
KWT,Kuwait,2020-05-07,-66.0
KWT,Kuwait,2020-05-08,-67.0
KWT,Kuwait,2020-05-09,-55.0
KWT,Kuwait,2020-05-10,-58.0
KWT,Kuwait,2020-05-11,-90.0
KWT,Kuwait,2020-05-12,-88.0
KWT,Kuwait,2020-05-13,-88.0
KWT,Kuwait,2020-05-14,-88.0
KWT,Kuwait,2020-05-15,-89.0
KWT,Kuwait,2020-05-16,-87.0
KWT,Kuwait,2020-05-17,-87.0
KWT,Kuwait,2020-05-18,-87.0
KWT,Kuwait,2020-05-19,-86.0
KWT,Kuwait,2020-05-20,-86.0
KWT,Kuwait,2020-05-21,-87.0
KWT,Kuwait,2020-05-22,-87.0
KWT,Kuwait,2020-05-23,-86.0
KWT,Kuwait,2020-05-24,-88.0
KWT,Kuwait,2020-05-25,-87.0
KWT,Kuwait,2020-05-26,-86.0
KWT,Kuwait,2020-05-27,-86.0
KWT,Kuwait,2020-05-28,-87.0
KWT,Kuwait,2020-05-29,-87.0
KWT,Kuwait,2020-05-30,-86.0
KWT,Kuwait,2020-05-31,-66.0
KWT,Kuwait,2020-06-01,-65.0
KWT,Kuwait,2020-06-02,-63.0
KWT,Kuwait,2020-06-03,-63.0
KWT,Kuwait,2020-06-04,-66.0
KWT,Kuwait,2020-06-05,-70.0
KWT,Kuwait,2020-06-06,-64.0
KWT,Kuwait,2020-06-07,-62.0
KWT,Kuwait,2020-06-08,-63.0
KWT,Kuwait,2020-06-09,-62.0
KWT,Kuwait,2020-06-10,-62.0
KWT,Kuwait,2020-06-11,-64.0
KWT,Kuwait,2020-06-12,-68.0
KWT,Kuwait,2020-06-13,-62.0
KWT,Kuwait,2020-06-14,-61.0
KWT,Kuwait,2020-06-15,-62.0
KWT,Kuwait,2020-06-16,-62.0
KWT,Kuwait,2020-06-17,-62.0
KWT,Kuwait,2020-06-18,-64.0
KWT,Kuwait,2020-06-19,-69.0
KWT,Kuwait,2020-06-20,-62.0
KWT,Kuwait,2020-06-21,-54.0
KWT,Kuwait,2020-06-22,-54.0
KWT,Kuwait,2020-06-23,-54.0
KWT,Kuwait,2020-06-24,-54.0
KWT,Kuwait,2020-06-25,-57.0
KWT,Kuwait,2020-06-26,-62.0
KWT,Kuwait,2020-06-27,-54.0
KWT,Kuwait,2020-06-28,-53.0
KWT,Kuwait,2020-06-29,-53.0
KWT,Kuwait,2020-06-30,-42.0
KWT,Kuwait,2020-07-01,-41.0
KWT,Kuwait,2020-07-02,-44.0
KWT,Kuwait,2020-07-03,-49.0
KWT,Kuwait,2020-07-04,-42.0
KWT,Kuwait,2020-07-05,-40.0
KWT,Kuwait,2020-07-06,-41.0
KWT,Kuwait,2020-07-07,-38.0
KWT,Kuwait,2020-07-08,-39.0
KWT,Kuwait,2020-07-09,-41.0
KWT,Kuwait,2020-07-10,-45.0
KWT,Kuwait,2020-07-11,-36.0
KWT,Kuwait,2020-07-12,-35.0
KWT,Kuwait,2020-07-13,-36.0
KWT,Kuwait,2020-07-14,-36.0
KWT,Kuwait,2020-07-15,-37.0
KWT,Kuwait,2020-07-16,-41.0
KWT,Kuwait,2020-07-17,-45.0
KWT,Kuwait,2020-07-18,-36.0
KWT,Kuwait,2020-07-19,-35.0
KWT,Kuwait,2020-07-20,-36.0
KWT,Kuwait,2020-07-21,-35.0
KWT,Kuwait,2020-07-22,-38.0
KWT,Kuwait,2020-07-23,-41.0
KWT,Kuwait,2020-07-24,-45.0
KWT,Kuwait,2020-07-25,-35.0
KWT,Kuwait,2020-07-26,-33.0
KWT,Kuwait,2020-07-27,-32.0
KWT,Kuwait,2020-07-28,-27.0
KWT,Kuwait,2020-07-29,-25.0
KWT,Kuwait,2020-07-30,-38.0
KWT,Kuwait,2020-07-31,-47.0
KWT,Kuwait,2020-08-01,-38.0
KWT,Kuwait,2020-08-02,-35.0
KWT,Kuwait,2020-08-03,-33.0
KWT,Kuwait,2020-08-04,-32.0
KWT,Kuwait,2020-08-05,-32.0
KWT,Kuwait,2020-08-06,-35.0
KWT,Kuwait,2020-08-07,-40.0
KWT,Kuwait,2020-08-08,-32.0
KWT,Kuwait,2020-08-09,-30.0
KWT,Kuwait,2020-08-10,-30.0
KWT,Kuwait,2020-08-11,-30.0
KWT,Kuwait,2020-08-12,-31.0
KWT,Kuwait,2020-08-13,-35.0
KWT,Kuwait,2020-08-14,-40.0
KWT,Kuwait,2020-08-15,-32.0
KWT,Kuwait,2020-08-16,-31.0
KWT,Kuwait,2020-08-17,-32.0
KWT,Kuwait,2020-08-18,-30.0
KWT,Kuwait,2020-08-19,-29.0
KWT,Kuwait,2020-08-20,-34.0
KWT,Kuwait,2020-08-21,-37.0
KWT,Kuwait,2020-08-22,-30.0
KWT,Kuwait,2020-08-23,-29.0
KWT,Kuwait,2020-08-24,-29.0
KWT,Kuwait,2020-08-25,-27.0
KWT,Kuwait,2020-08-26,-28.0
KWT,Kuwait,2020-08-27,-31.0
KWT,Kuwait,2020-08-28,-35.0
KWT,Kuwait,2020-08-29,-30.0
KWT,Kuwait,2020-08-30,-22.0
KWT,Kuwait,2020-08-31,-22.0
KWT,Kuwait,2020-09-01,-22.0
KWT,Kuwait,2020-09-02,-23.0
KWT,Kuwait,2020-09-03,-25.0
KWT,Kuwait,2020-09-04,-27.0
KWT,Kuwait,2020-09-05,-23.0
KWT,Kuwait,2020-09-06,-23.0
KWT,Kuwait,2020-09-07,-24.0
KWT,Kuwait,2020-09-08,-23.0
KWT,Kuwait,2020-09-09,-24.0
KWT,Kuwait,2020-09-10,-25.0
KWT,Kuwait,2020-09-11,-26.0
KWT,Kuwait,2020-09-12,-22.0
KWT,Kuwait,2020-09-13,-24.0
KWT,Kuwait,2020-09-14,-25.0
KWT,Kuwait,2020-09-15,-24.0
KWT,Kuwait,2020-09-16,-26.0
KWT,Kuwait,2020-09-17,-26.0
KWT,Kuwait,2020-09-18,-28.0
KWT,Kuwait,2020-09-19,-23.0
KWT,Kuwait,2020-09-20,-25.0
KWT,Kuwait,2020-09-21,-24.0
KWT,Kuwait,2020-09-22,-22.0
KWT,Kuwait,2020-09-23,-23.0
KWT,Kuwait,2020-09-24,-23.0
KWT,Kuwait,2020-09-25,-25.0
KWT,Kuwait,2020-09-26,-21.0
KWT,Kuwait,2020-09-27,-22.0
KWT,Kuwait,2020-09-28,-21.0
KWT,Kuwait,2020-09-29,-23.0
KWT,Kuwait,2020-09-30,-45.0
KWT,Kuwait,2020-10-01,-37.0
KWT,Kuwait,2020-10-02,-30.0
KWT,Kuwait,2020-10-03,-23.0
KWT,Kuwait,2020-10-04,-23.0
KWT,Kuwait,2020-10-05,-23.0
KWT,Kuwait,2020-10-06,-23.0
KWT,Kuwait,2020-10-07,-24.0
KWT,Kuwait,2020-10-08,-23.0
KWT,Kuwait,2020-10-09,-22.0
KWT,Kuwait,2020-10-10,-21.0
KWT,Kuwait,2020-10-11,-22.0
KWT,Kuwait,2020-10-12,-23.0
KWT,Kuwait,2020-10-13,-23.0
KWT,Kuwait,2020-10-14,-24.0
KWT,Kuwait,2020-10-15,-25.0
KWT,Kuwait,2020-10-16,-26.0
KWT,Kuwait,2020-10-17,-24.0
KWT,Kuwait,2020-10-18,-25.0
KWT,Kuwait,2020-10-19,-25.0
KWT,Kuwait,2020-10-20,-24.0
KWT,Kuwait,2020-10-21,-24.0
KWT,Kuwait,2020-10-22,-23.0
KWT,Kuwait,2020-10-23,-23.0
KWT,Kuwait,2020-10-24,-21.0
KWT,Kuwait,2020-10-25,-20.0
KWT,Kuwait,2020-10-26,-20.0
KWT,Kuwait,2020-10-27,-19.0
KWT,Kuwait,2020-10-28,-17.0
KWT,Kuwait,2020-10-29,-21.0
KWT,Kuwait,2020-10-30,-24.0
KWT,Kuwait,2020-10-31,-21.0
KWT,Kuwait,2020-11-01,-22.0
KWT,Kuwait,2020-11-02,-22.0
KWT,Kuwait,2020-11-03,-21.0
KWT,Kuwait,2020-11-04,-23.0
KWT,Kuwait,2020-11-05,-24.0
KWT,Kuwait,2020-11-06,-24.0
KWT,Kuwait,2020-11-07,-22.0
KWT,Kuwait,2020-11-08,-23.0
KWT,Kuwait,2020-11-09,-24.0
KWT,Kuwait,2020-11-10,-22.0
KWT,Kuwait,2020-11-11,-22.0
KWT,Kuwait,2020-11-12,-23.0
KWT,Kuwait,2020-11-13,-22.0
KWT,Kuwait,2020-11-14,-20.0
KWT,Kuwait,2020-11-15,-24.0
KWT,Kuwait,2020-11-16,-23.0
KWT,Kuwait,2020-11-17,-23.0
KWT,Kuwait,2020-11-18,-23.0
KWT,Kuwait,2020-11-19,-23.0
KWT,Kuwait,2020-11-20,-23.0
KWT,Kuwait,2020-11-21,-22.0
KWT,Kuwait,2020-11-22,-22.0
KWT,Kuwait,2020-11-23,-22.0
KWT,Kuwait,2020-11-24,-20.0
KWT,Kuwait,2020-11-25,-20.0
KWT,Kuwait,2020-11-26,-21.0
KWT,Kuwait,2020-11-27,-19.0
KWT,Kuwait,2020-11-28,-24.0
KWT,Kuwait,2020-11-29,-20.0
KWT,Kuwait,2020-11-30,-18.0
KWT,Kuwait,2020-12-01,-19.0
KWT,Kuwait,2020-12-02,-24.0
KWT,Kuwait,2020-12-03,-21.0
KWT,Kuwait,2020-12-04,-23.0
KWT,Kuwait,2020-12-05,-20.0
KWT,Kuwait,2020-12-06,-21.0
KWT,Kuwait,2020-12-07,-20.0
LAO,Lao PDR,2020-02-15,0.0
LAO,Lao PDR,2020-02-16,-2.0
LAO,Lao PDR,2020-02-17,-1.0
LAO,Lao PDR,2020-02-18,-1.0
LAO,Lao PDR,2020-02-19,-1.0
LAO,Lao PDR,2020-02-20,-2.0
LAO,Lao PDR,2020-02-21,0.0
LAO,Lao PDR,2020-02-22,0.0
LAO,Lao PDR,2020-02-23,2.0
LAO,Lao PDR,2020-02-24,1.0
LAO,Lao PDR,2020-02-25,3.0
LAO,Lao PDR,2020-02-26,0.0
LAO,Lao PDR,2020-02-27,1.0
LAO,Lao PDR,2020-02-28,4.0
LAO,Lao PDR,2020-02-29,1.0
LAO,Lao PDR,2020-03-01,1.0
LAO,Lao PDR,2020-03-02,1.0
LAO,Lao PDR,2020-03-03,2.0
LAO,Lao PDR,2020-03-04,-2.0
LAO,Lao PDR,2020-03-05,-1.0
LAO,Lao PDR,2020-03-06,0.0
LAO,Lao PDR,2020-03-07,1.0
LAO,Lao PDR,2020-03-08,6.0
LAO,Lao PDR,2020-03-09,0.0
LAO,Lao PDR,2020-03-10,1.0
LAO,Lao PDR,2020-03-11,-2.0
LAO,Lao PDR,2020-03-12,-2.0
LAO,Lao PDR,2020-03-13,-2.0
LAO,Lao PDR,2020-03-14,-5.0
LAO,Lao PDR,2020-03-15,-6.0
LAO,Lao PDR,2020-03-16,-3.0
LAO,Lao PDR,2020-03-17,-7.0
LAO,Lao PDR,2020-03-18,-11.0
LAO,Lao PDR,2020-03-19,-11.0
LAO,Lao PDR,2020-03-20,-14.0
LAO,Lao PDR,2020-03-21,-19.0
LAO,Lao PDR,2020-03-22,-24.0
LAO,Lao PDR,2020-03-23,-20.0
LAO,Lao PDR,2020-03-24,-24.0
LAO,Lao PDR,2020-03-25,-30.0
LAO,Lao PDR,2020-03-26,-34.0
LAO,Lao PDR,2020-03-27,-39.0
LAO,Lao PDR,2020-03-28,-43.0
LAO,Lao PDR,2020-03-29,-45.0
LAO,Lao PDR,2020-03-30,-42.0
LAO,Lao PDR,2020-03-31,-40.0
LAO,Lao PDR,2020-04-01,-53.0
LAO,Lao PDR,2020-04-02,-55.0
LAO,Lao PDR,2020-04-03,-56.0
LAO,Lao PDR,2020-04-04,-59.0
LAO,Lao PDR,2020-04-05,-59.0
LAO,Lao PDR,2020-04-06,-55.0
LAO,Lao PDR,2020-04-07,-56.0
LAO,Lao PDR,2020-04-08,-58.0
LAO,Lao PDR,2020-04-09,-58.0
LAO,Lao PDR,2020-04-10,-60.0
LAO,Lao PDR,2020-04-11,-59.0
LAO,Lao PDR,2020-04-12,-62.0
LAO,Lao PDR,2020-04-13,-58.0
LAO,Lao PDR,2020-04-14,-59.0
LAO,Lao PDR,2020-04-15,-60.0
LAO,Lao PDR,2020-04-16,-59.0
LAO,Lao PDR,2020-04-17,-62.0
LAO,Lao PDR,2020-04-18,-60.0
LAO,Lao PDR,2020-04-19,-58.0
LAO,Lao PDR,2020-04-20,-50.0
LAO,Lao PDR,2020-04-21,-50.0
LAO,Lao PDR,2020-04-22,-53.0
LAO,Lao PDR,2020-04-23,-50.0
LAO,Lao PDR,2020-04-24,-54.0
LAO,Lao PDR,2020-04-25,-52.0
LAO,Lao PDR,2020-04-26,-52.0
LAO,Lao PDR,2020-04-27,-47.0
LAO,Lao PDR,2020-04-28,-46.0
LAO,Lao PDR,2020-04-29,-47.0
LAO,Lao PDR,2020-04-30,-45.0
LAO,Lao PDR,2020-05-01,-49.0
LAO,Lao PDR,2020-05-02,-46.0
LAO,Lao PDR,2020-05-03,-44.0
LAO,Lao PDR,2020-05-04,-30.0
LAO,Lao PDR,2020-05-05,-31.0
LAO,Lao PDR,2020-05-06,-30.0
LAO,Lao PDR,2020-05-07,-34.0
LAO,Lao PDR,2020-05-08,-32.0
LAO,Lao PDR,2020-05-09,-35.0
LAO,Lao PDR,2020-05-10,-32.0
LAO,Lao PDR,2020-05-11,-30.0
LAO,Lao PDR,2020-05-12,-26.0
LAO,Lao PDR,2020-05-13,-29.0
LAO,Lao PDR,2020-05-14,-28.0
LAO,Lao PDR,2020-05-15,-29.0
LAO,Lao PDR,2020-05-16,-28.0
LAO,Lao PDR,2020-05-17,-28.0
LAO,Lao PDR,2020-05-18,-22.0
LAO,Lao PDR,2020-05-19,-24.0
LAO,Lao PDR,2020-05-20,-21.0
LAO,Lao PDR,2020-05-21,-21.0
LAO,Lao PDR,2020-05-22,-21.0
LAO,Lao PDR,2020-05-23,-25.0
LAO,Lao PDR,2020-05-24,-21.0
LAO,Lao PDR,2020-05-25,-19.0
LAO,Lao PDR,2020-05-26,-18.0
LAO,Lao PDR,2020-05-27,-18.0
LAO,Lao PDR,2020-05-28,-21.0
LAO,Lao PDR,2020-05-29,-18.0
LAO,Lao PDR,2020-05-30,-18.0
LAO,Lao PDR,2020-05-31,-14.0
LAO,Lao PDR,2020-06-01,-5.0
LAO,Lao PDR,2020-06-02,-12.0
LAO,Lao PDR,2020-06-03,-11.0
LAO,Lao PDR,2020-06-04,-13.0
LAO,Lao PDR,2020-06-05,-10.0
LAO,Lao PDR,2020-06-06,-13.0
LAO,Lao PDR,2020-06-07,-11.0
LAO,Lao PDR,2020-06-08,-12.0
LAO,Lao PDR,2020-06-09,-10.0
LAO,Lao PDR,2020-06-10,-10.0
LAO,Lao PDR,2020-06-11,-10.0
LAO,Lao PDR,2020-06-12,-10.0
LAO,Lao PDR,2020-06-13,-12.0
LAO,Lao PDR,2020-06-14,-9.0
LAO,Lao PDR,2020-06-15,-9.0
LAO,Lao PDR,2020-06-16,-9.0
LAO,Lao PDR,2020-06-17,-14.0
LAO,Lao PDR,2020-06-18,-11.0
LAO,Lao PDR,2020-06-19,-8.0
LAO,Lao PDR,2020-06-20,-9.0
LAO,Lao PDR,2020-06-21,-8.0
LAO,Lao PDR,2020-06-22,-8.0
LAO,Lao PDR,2020-06-23,-6.0
LAO,Lao PDR,2020-06-24,-8.0
LAO,Lao PDR,2020-06-25,-7.0
LAO,Lao PDR,2020-06-26,-4.0
LAO,Lao PDR,2020-06-27,-8.0
LAO,Lao PDR,2020-06-28,-6.0
LAO,Lao PDR,2020-06-29,-5.0
LAO,Lao PDR,2020-06-30,-4.0
LAO,Lao PDR,2020-07-01,-7.0
LAO,Lao PDR,2020-07-02,-7.0
LAO,Lao PDR,2020-07-03,-9.0
LAO,Lao PDR,2020-07-04,-7.0
LAO,Lao PDR,2020-07-05,7.0
LAO,Lao PDR,2020-07-06,-2.0
LAO,Lao PDR,2020-07-07,-4.0
LAO,Lao PDR,2020-07-08,-8.0
LAO,Lao PDR,2020-07-09,-8.0
LAO,Lao PDR,2020-07-10,-8.0
LAO,Lao PDR,2020-07-11,-7.0
LAO,Lao PDR,2020-07-12,-10.0
LAO,Lao PDR,2020-07-13,-8.0
LAO,Lao PDR,2020-07-14,-6.0
LAO,Lao PDR,2020-07-15,-7.0
LAO,Lao PDR,2020-07-16,-8.0
LAO,Lao PDR,2020-07-17,-5.0
LAO,Lao PDR,2020-07-18,-6.0
LAO,Lao PDR,2020-07-19,-4.0
LAO,Lao PDR,2020-07-20,-4.0
LAO,Lao PDR,2020-07-21,-6.0
LAO,Lao PDR,2020-07-22,-8.0
LAO,Lao PDR,2020-07-23,-9.0
LAO,Lao PDR,2020-07-24,-5.0
LAO,Lao PDR,2020-07-25,-6.0
LAO,Lao PDR,2020-07-26,-3.0
LAO,Lao PDR,2020-07-27,-1.0
LAO,Lao PDR,2020-07-28,-5.0
LAO,Lao PDR,2020-07-29,-6.0
LAO,Lao PDR,2020-07-30,-3.0
LAO,Lao PDR,2020-07-31,-5.0
LAO,Lao PDR,2020-08-01,-13.0
LAO,Lao PDR,2020-08-02,-21.0
LAO,Lao PDR,2020-08-03,-5.0
LAO,Lao PDR,2020-08-04,-1.0
LAO,Lao PDR,2020-08-05,-8.0
LAO,Lao PDR,2020-08-06,-9.0
LAO,Lao PDR,2020-08-07,-4.0
LAO,Lao PDR,2020-08-08,-3.0
LAO,Lao PDR,2020-08-09,-3.0
LAO,Lao PDR,2020-08-10,-2.0
LAO,Lao PDR,2020-08-11,-5.0
LAO,Lao PDR,2020-08-12,-4.0
LAO,Lao PDR,2020-08-13,-7.0
LAO,Lao PDR,2020-08-14,-12.0
LAO,Lao PDR,2020-08-15,-13.0
LAO,Lao PDR,2020-08-16,-16.0
LAO,Lao PDR,2020-08-17,-7.0
LAO,Lao PDR,2020-08-18,-6.0
LAO,Lao PDR,2020-08-19,-7.0
LAO,Lao PDR,2020-08-20,-11.0
LAO,Lao PDR,2020-08-21,-9.0
LAO,Lao PDR,2020-08-22,-9.0
LAO,Lao PDR,2020-08-23,-9.0
LAO,Lao PDR,2020-08-24,-7.0
LAO,Lao PDR,2020-08-25,-2.0
LAO,Lao PDR,2020-08-26,-7.0
LAO,Lao PDR,2020-08-27,-4.0
LAO,Lao PDR,2020-08-28,0.0
LAO,Lao PDR,2020-08-29,-2.0
LAO,Lao PDR,2020-08-30,2.0
LAO,Lao PDR,2020-08-31,1.0
LAO,Lao PDR,2020-09-01,1.0
LAO,Lao PDR,2020-09-02,-2.0
LAO,Lao PDR,2020-09-03,-4.0
LAO,Lao PDR,2020-09-04,-1.0
LAO,Lao PDR,2020-09-05,-1.0
LAO,Lao PDR,2020-09-06,1.0
LAO,Lao PDR,2020-09-07,-4.0
LAO,Lao PDR,2020-09-08,-6.0
LAO,Lao PDR,2020-09-09,-12.0
LAO,Lao PDR,2020-09-10,-7.0
LAO,Lao PDR,2020-09-11,-6.0
LAO,Lao PDR,2020-09-12,-6.0
LAO,Lao PDR,2020-09-13,-3.0
LAO,Lao PDR,2020-09-14,-5.0
LAO,Lao PDR,2020-09-15,-5.0
LAO,Lao PDR,2020-09-16,-8.0
LAO,Lao PDR,2020-09-17,-7.0
LAO,Lao PDR,2020-09-18,-17.0
LAO,Lao PDR,2020-09-19,-15.0
LAO,Lao PDR,2020-09-20,-11.0
LAO,Lao PDR,2020-09-21,-10.0
LAO,Lao PDR,2020-09-22,-12.0
LAO,Lao PDR,2020-09-23,-20.0
LAO,Lao PDR,2020-09-24,-15.0
LAO,Lao PDR,2020-09-25,-10.0
LAO,Lao PDR,2020-09-26,-11.0
LAO,Lao PDR,2020-09-27,-10.0
LAO,Lao PDR,2020-09-28,-10.0
LAO,Lao PDR,2020-09-29,-10.0
LAO,Lao PDR,2020-09-30,-9.0
LAO,Lao PDR,2020-10-01,-9.0
LAO,Lao PDR,2020-10-02,20.0
LAO,Lao PDR,2020-10-03,2.0
LAO,Lao PDR,2020-10-04,-12.0
LAO,Lao PDR,2020-10-05,-11.0
LAO,Lao PDR,2020-10-06,-8.0
LAO,Lao PDR,2020-10-07,-17.0
LAO,Lao PDR,2020-10-08,-14.0
LAO,Lao PDR,2020-10-09,-10.0
LAO,Lao PDR,2020-10-10,-11.0
LAO,Lao PDR,2020-10-11,-11.0
LAO,Lao PDR,2020-10-12,-10.0
LAO,Lao PDR,2020-10-13,-11.0
LAO,Lao PDR,2020-10-14,-15.0
LAO,Lao PDR,2020-10-15,-15.0
LAO,Lao PDR,2020-10-16,-12.0
LAO,Lao PDR,2020-10-17,-17.0
LAO,Lao PDR,2020-10-18,-17.0
LAO,Lao PDR,2020-10-19,-15.0
LAO,Lao PDR,2020-10-20,-13.0
LAO,Lao PDR,2020-10-21,-15.0
LAO,Lao PDR,2020-10-22,-10.0
LAO,Lao PDR,2020-10-23,-7.0
LAO,Lao PDR,2020-10-24,-9.0
LAO,Lao PDR,2020-10-25,-10.0
LAO,Lao PDR,2020-10-26,-10.0
LAO,Lao PDR,2020-10-27,-9.0
LAO,Lao PDR,2020-10-28,-15.0
LAO,Lao PDR,2020-10-29,-16.0
LAO,Lao PDR,2020-10-30,0.0
LAO,Lao PDR,2020-10-31,4.0
LAO,Lao PDR,2020-11-01,-6.0
LAO,Lao PDR,2020-11-02,-9.0
LAO,Lao PDR,2020-11-03,-10.0
LAO,Lao PDR,2020-11-04,-15.0
LAO,Lao PDR,2020-11-05,-13.0
LAO,Lao PDR,2020-11-06,-12.0
LAO,Lao PDR,2020-11-07,-14.0
LAO,Lao PDR,2020-11-08,-11.0
LAO,Lao PDR,2020-11-09,-14.0
LAO,Lao PDR,2020-11-10,-14.0
LAO,Lao PDR,2020-11-11,-15.0
LAO,Lao PDR,2020-11-12,-14.0
LAO,Lao PDR,2020-11-13,-11.0
LAO,Lao PDR,2020-11-14,-13.0
LAO,Lao PDR,2020-11-15,-11.0
LAO,Lao PDR,2020-11-16,-13.0
LAO,Lao PDR,2020-11-17,-13.0
LAO,Lao PDR,2020-11-18,-15.0
LAO,Lao PDR,2020-11-19,-13.0
LAO,Lao PDR,2020-11-20,-8.0
LAO,Lao PDR,2020-11-21,-12.0
LAO,Lao PDR,2020-11-22,-10.0
LAO,Lao PDR,2020-11-23,-12.0
LAO,Lao PDR,2020-11-24,-12.0
LAO,Lao PDR,2020-11-25,-13.0
LAO,Lao PDR,2020-11-26,-12.0
LAO,Lao PDR,2020-11-27,-8.0
LAO,Lao PDR,2020-11-28,-10.0
LAO,Lao PDR,2020-11-29,-9.0
LAO,Lao PDR,2020-11-30,-9.0
LAO,Lao PDR,2020-12-01,-6.0
LAO,Lao PDR,2020-12-02,-11.0
LAO,Lao PDR,2020-12-03,-12.0
LAO,Lao PDR,2020-12-04,-9.0
LAO,Lao PDR,2020-12-05,-10.0
LAO,Lao PDR,2020-12-06,-7.0
LAO,Lao PDR,2020-12-07,-9.0
LBN,Lebanon,2020-02-15,7.0
LBN,Lebanon,2020-02-16,4.0
LBN,Lebanon,2020-02-17,-1.0
LBN,Lebanon,2020-02-18,5.0
LBN,Lebanon,2020-02-19,3.0
LBN,Lebanon,2020-02-20,5.0
LBN,Lebanon,2020-02-21,2.0
LBN,Lebanon,2020-02-22,-6.0
LBN,Lebanon,2020-02-23,-1.0
LBN,Lebanon,2020-02-24,-7.0
LBN,Lebanon,2020-02-25,-1.0
LBN,Lebanon,2020-02-26,1.0
LBN,Lebanon,2020-02-27,4.0
LBN,Lebanon,2020-02-28,7.0
LBN,Lebanon,2020-02-29,-7.0
LBN,Lebanon,2020-03-01,-3.0
LBN,Lebanon,2020-03-02,-2.0
LBN,Lebanon,2020-03-03,7.0
LBN,Lebanon,2020-03-04,9.0
LBN,Lebanon,2020-03-05,9.0
LBN,Lebanon,2020-03-06,-12.0
LBN,Lebanon,2020-03-07,-10.0
LBN,Lebanon,2020-03-08,-6.0
LBN,Lebanon,2020-03-09,-8.0
LBN,Lebanon,2020-03-10,-8.0
LBN,Lebanon,2020-03-11,-11.0
LBN,Lebanon,2020-03-12,-32.0
LBN,Lebanon,2020-03-13,-46.0
LBN,Lebanon,2020-03-14,-50.0
LBN,Lebanon,2020-03-15,-55.0
LBN,Lebanon,2020-03-16,-56.0
LBN,Lebanon,2020-03-17,-62.0
LBN,Lebanon,2020-03-18,-62.0
LBN,Lebanon,2020-03-19,-63.0
LBN,Lebanon,2020-03-20,-65.0
LBN,Lebanon,2020-03-21,-64.0
LBN,Lebanon,2020-03-22,-75.0
LBN,Lebanon,2020-03-23,-70.0
LBN,Lebanon,2020-03-24,-68.0
LBN,Lebanon,2020-03-25,-68.0
LBN,Lebanon,2020-03-26,-65.0
LBN,Lebanon,2020-03-27,-69.0
LBN,Lebanon,2020-03-28,-73.0
LBN,Lebanon,2020-03-29,-73.0
LBN,Lebanon,2020-03-30,-65.0
LBN,Lebanon,2020-03-31,-60.0
LBN,Lebanon,2020-04-01,-63.0
LBN,Lebanon,2020-04-02,-60.0
LBN,Lebanon,2020-04-03,-62.0
LBN,Lebanon,2020-04-04,-65.0
LBN,Lebanon,2020-04-05,-68.0
LBN,Lebanon,2020-04-06,-64.0
LBN,Lebanon,2020-04-07,-60.0
LBN,Lebanon,2020-04-08,-59.0
LBN,Lebanon,2020-04-09,-59.0
LBN,Lebanon,2020-04-10,-68.0
LBN,Lebanon,2020-04-11,-65.0
LBN,Lebanon,2020-04-12,-80.0
LBN,Lebanon,2020-04-13,-60.0
LBN,Lebanon,2020-04-14,-55.0
LBN,Lebanon,2020-04-15,-55.0
LBN,Lebanon,2020-04-16,-54.0
LBN,Lebanon,2020-04-17,-60.0
LBN,Lebanon,2020-04-18,-61.0
LBN,Lebanon,2020-04-19,-74.0
LBN,Lebanon,2020-04-20,-54.0
LBN,Lebanon,2020-04-21,-50.0
LBN,Lebanon,2020-04-22,-50.0
LBN,Lebanon,2020-04-23,-49.0
LBN,Lebanon,2020-04-24,-57.0
LBN,Lebanon,2020-04-25,-64.0
LBN,Lebanon,2020-04-26,-71.0
LBN,Lebanon,2020-04-27,-51.0
LBN,Lebanon,2020-04-28,-48.0
LBN,Lebanon,2020-04-29,-48.0
LBN,Lebanon,2020-04-30,-43.0
LBN,Lebanon,2020-05-01,-49.0
LBN,Lebanon,2020-05-02,-51.0
LBN,Lebanon,2020-05-03,-55.0
LBN,Lebanon,2020-05-04,-42.0
LBN,Lebanon,2020-05-05,-41.0
LBN,Lebanon,2020-05-06,-39.0
LBN,Lebanon,2020-05-07,-33.0
LBN,Lebanon,2020-05-08,-36.0
LBN,Lebanon,2020-05-09,-45.0
LBN,Lebanon,2020-05-10,-46.0
LBN,Lebanon,2020-05-11,-40.0
LBN,Lebanon,2020-05-12,-34.0
LBN,Lebanon,2020-05-13,-31.0
LBN,Lebanon,2020-05-14,-65.0
LBN,Lebanon,2020-05-15,-62.0
LBN,Lebanon,2020-05-16,-63.0
LBN,Lebanon,2020-05-17,-69.0
LBN,Lebanon,2020-05-18,-32.0
LBN,Lebanon,2020-05-19,-28.0
LBN,Lebanon,2020-05-20,-26.0
LBN,Lebanon,2020-05-21,-24.0
LBN,Lebanon,2020-05-22,-28.0
LBN,Lebanon,2020-05-23,-35.0
LBN,Lebanon,2020-05-24,-39.0
LBN,Lebanon,2020-05-25,-31.0
LBN,Lebanon,2020-05-26,-27.0
LBN,Lebanon,2020-05-27,-25.0
LBN,Lebanon,2020-05-28,-25.0
LBN,Lebanon,2020-05-29,-30.0
LBN,Lebanon,2020-05-30,-36.0
LBN,Lebanon,2020-05-31,-35.0
LBN,Lebanon,2020-06-01,-21.0
